subject,time,charity,income,price,age,ms,deps
44,7,6.3969 ,10.9362 ,-0.4005 ,0,1,1
44,8,6.7093 ,10.9249 ,-0.4005 ,0,1,1
44,9,6.7334 ,11.3163 ,-0.6931 ,0,1,1
44,10,6.7154 ,11.3119 ,-0.3285 ,0,1,1
45,1,8.2011 ,10.6333 ,-0.3857 ,0,1,5
45,2,8.2420 ,10.6670 ,-0.4620 ,0,1,5
45,3,8.5313 ,10.8491 ,-0.5621 ,0,1,5
45,4,8.6303 ,11.0400 ,-0.5798 ,0,1,5
45,5,8.6723 ,11.1775 ,-0.5108 ,0,1,5
45,6,8.6008 ,11.0289 ,-0.4005 ,0,1,5
45,7,8.2953 ,11.1991 ,-0.4780 ,0,1,4
45,8,8.0375 ,11.0104 ,-0.4005 ,0,1,5
45,9,7.7389 ,10.9548 ,-1.6094 ,0,1,4
45,10,8.0427 ,10.9692 ,-0.3285 ,0,1,3
46,1,2.3026 ,10.1274 ,-0.2744 ,0,1,3
46,2,5.2470 ,10.0611 ,-0.1984 ,0,1,3
46,3,5.5568 ,9.9702 ,-0.1984 ,0,1,3
46,4,5.4117 ,10.2887 ,-0.2485 ,0,1,3
46,5,5.8579 ,10.2573 ,-0.1863 ,0,1,3
46,6,5.5215 ,10.3807 ,-0.1984 ,0,1,2
46,7,5.8579 ,10.3230 ,-0.1984 ,0,1,2
46,8,5.5215 ,10.4568 ,-0.1984 ,0,1,2
46,9,5.5607 ,10.5939 ,-0.6931 ,0,1,2
46,10,5.5607 ,10.7080 ,-0.1625 ,0,1,2
47,1,4.5850 ,10.4151 ,-0.3857 ,0,1,2
47,2,5.0434 ,10.4809 ,-0.4620 ,0,1,2
47,3,4.9698 ,10.8410 ,-0.5621 ,0,1,2
47,4,5.9865 ,11.3922 ,-0.6733 ,0,1,2
47,5,6.1203 ,11.4171 ,-0.5798 ,0,1,3
47,6,6.1738 ,11.4011 ,-0.5447 ,0,1,3
47,7,6.8405 ,11.6916 ,-0.5978 ,0,1,3
47,8,7.6425 ,11.8508 ,-0.6733 ,0,1,3
47,9,6.6360 ,11.8678 ,-1.8971 ,0,1,3
47,10,7.2042 ,11.7974 ,-0.4005 ,0,1,4
