,c1,ind,year,emp,wage,cap,indoutpt,n,w,k,ys,rec,yearm1,id,nL1,nL2,wL1,kL1,kL2,ysL1,ysL2,yr1976,yr1977,yr1978,yr1979,yr1980,yr1981,yr1982,yr1983,yr1984
274,274-1,6,1976,13.16300011,26.12280083,1.668599963,106.555603,2.577409983,3.262808561,0.511984944,4.66866684,274,1983,40,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0
275,275-1,6,1977,12.89400005,23.85009956,1.661499977,108.2693024,2.55676198,3.171788454,0.507720768,4.684621811,275,1976,40,2.577409983,NA,3.262808561,0.511984944,NA,4.66866684,NA,0,1,0,0,0,0,0,0,0
276,276-1,6,1978,12.16899967,23.37619972,1.632099986,108.1387024,2.498891592,3.151718378,0.489867508,4.683414459,276,1977,40,2.55676198,2.577409983,3.171788454,0.507720768,0.511984944,4.684621811,4.66866684,0,0,1,0,0,0,0,0,0
277,277-1,6,1979,12.38000011,24.39609909,1.601199985,105.3907013,2.516082287,3.194423199,0.470753342,4.657674313,277,1978,40,2.498891592,2.55676198,3.151718378,0.489867508,0.507720768,4.683414459,4.684621811,0,0,0,1,0,0,0,0,0
278,278-1,6,1980,12.6619997,27.23579979,1.925300002,101.1417007,2.538605452,3.30453229,0.655081809,4.616522312,278,1979,40,2.516082287,2.498891592,3.194423199,0.470753342,0.489867508,4.657674313,4.683414459,0,0,0,0,1,0,0,0,0
279,279-1,6,1981,12.73600006,28.77359962,1.821699977,94.55729675,2.54443264,3.359458208,0.599770129,4.54920578,279,1980,40,2.538605452,2.516082287,3.30453229,0.655081809,0.470753342,4.616522312,4.657674313,0,0,0,0,0,1,0,0,0
280,280-1,6,1982,12.19499969,28.92510033,1.687100053,90.71469879,2.501025915,3.364709854,0.523011088,4.507719517,280,1981,40,2.54443264,2.538605452,3.359458208,0.599770129,0.655081809,4.54920578,4.616522312,0,0,0,0,0,0,1,0,0
281,281-1,4,1977,12.4289999,28.07209969,1.389999986,116.2249985,2.520032406,3.334776163,0.329303741,4.755527973,281,1982,41,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0
282,282-1,4,1978,14.23400021,25.74570084,1.562399983,114.9749985,2.65563345,3.248267651,0.44622308,4.744714737,282,1977,41,2.520032406,NA,3.334776163,0.329303741,NA,4.755527973,NA,0,0,1,0,0,0,0,0,0
283,283-1,4,1979,14.73700047,25.45660019,1.923699975,111.8249969,2.690361261,3.236974955,0.654250383,4.716935158,283,1978,41,2.65563345,2.520032406,3.248267651,0.44622308,0.329303741,4.744714737,4.755527973,0,0,0,1,0,0,0,0,0
284,284-1,4,1980,14.82900047,26.22500038,2.22510004,106.6750031,2.696584702,3.266713142,0.799801886,4.66978693,284,1979,41,2.690361261,2.65563345,3.236974955,0.654250383,0.44622308,4.716935158,4.744714737,0,0,0,0,1,0,0,0,0
285,285-1,4,1981,14.91100025,26.93549919,2.278199911,97.30000305,2.702099323,3.29344511,0.823385596,4.577798843,285,1980,41,2.696584702,2.690361261,3.266713142,0.799801886,0.654250383,4.66978693,4.716935158,0,0,0,0,0,1,0,0,0
286,286-1,4,1982,13.82400036,27.96559906,2.210599899,89.52500153,2.626406193,3.330975056,0.793263912,4.494517803,286,1981,41,2.702099323,2.696584702,3.29344511,0.823385596,0.799801886,4.577798843,4.66978693,0,0,0,0,0,0,1,0,0
287,287-1,4,1983,13.1260004,29.79140091,2.163000107,89.59999847,2.574594975,3.394219875,0.771496177,4.495355129,287,1982,41,2.626406193,2.702099323,3.330975056,0.793263912,0.823385596,4.494517803,4.577798843,0,0,0,0,0,0,0,1,0
288,288-1,6,1976,1.228000045,24.00600052,0.283199996,106.1746979,0.205386862,3.178303719,-1.261601925,4.665085793,288,1983,42,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0
289,289-1,6,1977,1.804999948,23.36020088,0.292600006,108.9674988,0.590560555,3.15103364,-1.228948712,4.691049576,289,1976,42,0.205386862,NA,3.178303719,-1.261601925,NA,4.665085793,NA,0,1,0,0,0,0,0,0,0
290,290-1,6,1978,1.72300005,21.2241993,0.300199986,107.8623962,0.544066966,3.055141926,-1.203306437,4.680856228,290,1977,42,0.590560555,0.205386862,3.15103364,-1.228948712,-1.261601925,4.691049576,4.665085793,0,0,1,0,0,0,0,0,0
291,291-1,6,1979,1.779000044,22.48419952,0.326900005,104.566803,0.576051414,3.112812757,-1.118101001,4.64982605,291,1978,42,0.544066966,0.590560555,3.055141926,-1.203306437,-1.228948712,4.680856228,4.691049576,0,0,0,1,0,0,0,0,0
292,292-1,6,1980,1.31400001,24.01499939,0.269800007,100,0.273075938,3.178678513,-1.310074329,4.60517025,292,1979,42,0.576051414,0.544066966,3.112812757,-1.118101001,-1.203306437,4.64982605,4.680856228,0,0,0,0,1,0,0,0,0
293,293-1,6,1981,0.699000001,22.73559952,0.183899999,92.74299622,-0.358104527,3.123931885,-1.69336319,4.529832363,293,1980,42,0.273075938,0.576051414,3.178678513,-1.310074329,-1.118101001,4.60517025,4.64982605,0,0,0,0,0,1,0,0,0
294,294-1,6,1982,0.606000006,24.76790047,0.129500002,90.03859711,-0.500875294,3.209548473,-2.044074297,4.500238419,294,1981,42,-0.358104527,0.273075938,3.123931885,-1.69336319,-1.310074329,4.529832363,4.60517025,0,0,0,0,0,0,1,0,0
295,295-1,1,1977,12.07199955,18.72699928,2.362900019,127.1640015,2.490888596,2.929966211,0.859889686,4.845477581,295,1982,43,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0
296,296-1,1,1978,17.85899925,15.75669956,2.441699982,127.3865967,2.882507563,2.757265568,0.892694533,4.84722662,296,1977,43,2.490888596,NA,2.929966211,0.859889686,NA,4.845477581,NA,0,0,1,0,0,0,0,0,0
297,297-1,1,1979,17.6989994,16.12520027,2.32249999,124.6424026,2.873508215,2.780383348,0.842644215,4.82544899,297,1978,43,2.882507563,2.490888596,2.757265568,0.892694533,0.859889686,4.84722662,4.845477581,0,0,0,1,0,0,0,0,0
298,298-1,1,1980,17.91900063,16.60009956,2.254499912,118.9132004,2.885861635,2.809408665,0.8129282,4.778393745,298,1979,43,2.873508215,2.882507563,2.780383348,0.842644215,0.892694533,4.82544899,4.84722662,0,0,0,0,1,0,0,0,0
299,299-1,1,1981,10.9829998,24.50079918,2.328399897,99.35759735,2.396348715,3.198705673,0.845181286,4.598725319,299,1980,43,2.885861635,2.873508215,2.809408665,0.8129282,0.842644215,4.778393745,4.82544899,0,0,0,0,0,1,0,0,0
300,300-1,1,1982,9.881999969,28.21839905,2.02579999,97.24279785,2.290714979,3.339974165,0.705964684,4.577210903,300,1981,43,2.396348715,2.885861635,3.198705673,0.845181286,0.8129282,4.598725319,4.778393745,0,0,0,0,0,0,1,0,0
301,301-1,1,1983,8.940999985,29.13129997,1.863700032,97.19439697,2.190647364,3.371813297,0.622563779,4.576713085,301,1982,43,2.290714979,2.396348715,3.339974165,0.705964684,0.845181286,4.577210903,4.598725319,0,0,0,0,0,0,0,1,0
302,302-1,4,1977,0.781000018,23.72870064,0.242400005,116.2249985,-0.247180104,3.166685343,-1.417165995,4.755527973,302,1983,44,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0
303,303-1,4,1978,0.839999974,21.92469978,0.234099999,114.9749985,-0.174353421,3.087613821,-1.452006936,4.744714737,303,1977,44,-0.247180104,NA,3.166685343,-1.417165995,NA,4.755527973,NA,0,0,1,0,0,0,0,0,0
304,304-1,4,1979,0.880999982,21.68630028,0.257999986,111.8249969,-0.126697674,3.07668066,-1.354795694,4.716935158,304,1978,44,-0.174353421,-0.247180104,3.087613821,-1.452006936,-1.417165995,4.744714737,4.755527973,0,0,0,1,0,0,0,0,0
305,305-1,4,1980,0.86500001,20.97970009,0.237800002,106.6750031,-0.14502576,3.04355526,-1.436325312,4.66978693,305,1979,44,-0.126697674,-0.174353421,3.07668066,-1.354795694,-1.452006936,4.716935158,4.744714737,0,0,0,0,1,0,0,0,0
306,306-1,4,1981,0.711000025,20.57139969,0.202399999,97.30000305,-0.341082811,3.023901701,-1.597509384,4.577798843,306,1980,44,-0.14502576,-0.126697674,3.04355526,-1.436325312,-1.354795694,4.66978693,4.716935158,0,0,0,0,0,1,0,0,0
307,307-1,4,1982,0.588999987,22.01099968,0.171700001,89.52500153,-0.529329121,3.091542244,-1.762006521,4.494517803,307,1981,44,-0.341082811,-0.14502576,3.023901701,-1.597509384,-1.436325312,4.577798843,4.66978693,0,0,0,0,0,0,1,0,0
308,308-1,4,1983,0.755999982,23.70789909,0.169699997,89.59999847,-0.279713929,3.165808201,-1.773723125,4.495355129,308,1982,44,-0.529329121,-0.341082811,3.091542244,-1.762006521,-1.597509384,4.494517803,4.577798843,0,0,0,0,0,0,0,1,0
309,309-1,1,1977,32.29000092,24.8593998,11.49030018,127.1640015,3.474757671,3.213235855,2.441503286,4.845477581,309,1983,45,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0
310,310-1,1,1978,33.91600037,25.78039932,11.5710001,127.3865967,3.523886919,3.249614477,2.448502064,4.84722662,310,1977,45,3.474757671,NA,3.213235855,2.441503286,NA,4.845477581,NA,0,0,1,0,0,0,0,0,0
311,311-1,1,1979,34.38899994,26.42980003,12.88539982,124.6424026,3.537736654,3.274492264,2.556094885,4.82544899,311,1978,45,3.523886919,3.474757671,3.249614477,2.448502064,2.441503286,4.84722662,4.845477581,0,0,0,1,0,0,0,0,0
312,312-1,1,1980,33.34799957,29.27070045,13.17300034,118.9132004,3.506997824,3.376586914,2.578169346,4.778393745,312,1979,45,3.537736654,3.523886919,3.274492264,2.556094885,2.448502064,4.82544899,4.84722662,0,0,0,0,1,0,0,0,0
313,313-1,1,1981,31.0340004,28.05459976,11.66489983,99.35759735,3.435083389,3.334152699,2.456584215,4.598725319,313,1980,45,3.506997824,3.537736654,3.376586914,2.578169346,2.556094885,4.778393745,4.82544899,0,0,0,0,0,1,0,0,0
314,314-1,1,1982,26.22599983,32.16540146,10.87699986,97.24279785,3.266751289,3.470891476,2.386650562,4.577210903,314,1981,45,3.435083389,3.506997824,3.334152699,2.456584215,2.578169346,4.598725319,4.778393745,0,0,0,0,0,0,1,0,0
315,315-1,1,1983,24.37899971,32.50370026,10.17329979,97.19439697,3.19372201,3.481353998,2.319766521,4.576713085,315,1982,45,3.266751289,3.435083389,3.470891476,2.386650562,2.456584215,4.577210903,4.598725319,0,0,0,0,0,0,0,1,0
316,316-1,1,1976,2.970999956,19.55270004,1.024099946,126.7636032,1.08889854,2.973113298,0.023814125,4.84232378,316,1983,46,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0
317,317-1,1,1977,3.065000057,19.26210022,0.926699996,128.3652954,1.120047569,2.95813942,-0.076125398,4.854879856,317,1976,46,1.08889854,NA,2.973113298,0.023814125,NA,4.84232378,NA,0,1,0,0,0,0,0,0,0
318,318-1,1,1978,3.029999971,18.71150017,0.906799972,124.4506989,1.108562589,2.929138422,-0.097833388,4.82390976,318,1977,46,1.120047569,1.08889854,2.95813942,-0.076125398,0.023814125,4.854879856,4.84232378,0,0,1,0,0,0,0,0,0
319,319-1,1,1979,2.960000038,21.9029007,0.919200003,125.217598,1.085189223,3.086619139,-0.084251545,4.830052853,319,1978,46,1.108562589,1.120047569,2.929138422,-0.097833388,-0.076125398,4.82390976,4.854879856,0,0,0,1,0,0,0,0,0
320,320-1,1,1980,2.556999922,19.71240044,0.863200009,100,0.938834667,2.981247902,-0.147108853,4.60517025,320,1979,46,1.085189223,1.108562589,3.086619139,-0.084251545,-0.097833388,4.830052853,4.82390976,0,0,0,0,1,0,0,0,0
321,321-1,1,1981,2.266000032,23.88529968,0.850499988,97.43049622,0.818016171,3.173263311,-0.161930889,4.579139233,321,1980,46,0.938834667,1.085189223,2.981247902,-0.147108853,-0.084251545,4.60517025,4.830052853,0,0,0,0,0,1,0,0,0
322,322-1,1,1982,2.167999983,26.33919907,0.799499989,96.67970276,0.773805082,3.271058321,-0.223768756,4.571403503,322,1981,46,0.818016171,0.938834667,3.173263311,-0.161930889,-0.147108853,4.579139233,4.60517025,0,0,0,0,0,0,1,0,0
323,323-1,4,1976,2.426000118,27.36709976,0.525900006,116.4000015,0.88624388,3.309341669,-0.642644167,4.757032394,323,1982,47,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0
324,324-1,4,1977,2.14199996,25.91889954,0.405499995,115.6999969,0.761739969,3.254972458,-0.902634442,4.751000404,324,1976,47,0.88624388,NA,3.309341669,-0.642644167,NA,4.757032394,NA,0,1,0,0,0,0,0,0,0
325,325-1,4,1978,1.97300005,24.83919907,0.360500008,112.8000031,0.679555237,3.212423086,-1.020263314,4.725616455,325,1977,47,0.761739969,0.88624388,3.254972458,-0.902634442,-0.642644167,4.751000404,4.757032394,0,0,1,0,0,0,0,0,0
326,326-1,4,1979,1.79400003,24.45000076,0.339700013,108.9000015,0.584447801,3.196630239,-1.079692364,4.690430164,326,1978,47,0.679555237,0.761739969,3.212423086,-1.020263314,-0.902634442,4.725616455,4.751000404,0,0,0,1,0,0,0,0,0
327,327-1,4,1980,1.552999973,22.22789955,0.314799994,100,0.440188527,3.101348162,-1.155817747,4.60517025,327,1979,47,0.584447801,0.679555237,3.196630239,-1.079692364,-1.020263314,4.690430164,4.725616455,0,0,0,0,1,0,0,0,0
328,328-1,4,1981,1.225000024,22.23870087,0.257499993,89.19999695,0.202940866,3.101834059,-1.356735587,4.490880966,328,1980,47,0.440188527,0.584447801,3.101348162,-1.155817747,-1.079692364,4.60517025,4.690430164,0,0,0,0,0,1,0,0,0
329,329-1,4,1982,1.077000022,23.04210091,0.231099993,90.5,0.074179418,3.137322903,-1.464904785,4.505349636,329,1981,47,0.202940866,0.440188527,3.101834059,-1.356735587,-1.155817747,4.490880966,4.60517025,0,0,0,0,0,0,1,0,0
330,330-1,1,1976,1.646999955,25.61319923,0.373899996,126.7636032,0.498955429,3.243107796,-0.983766913,4.84232378,330,1982,48,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0
331,331-1,1,1977,2.336999893,23.16209984,0.521200001,128.3652954,0.848868012,3.142517328,-0.651621461,4.854879856,331,1976,48,0.498955429,NA,3.243107796,-0.983766913,NA,4.84232378,NA,0,1,0,0,0,0,0,0,0
332,332-1,1,1978,2.392999887,23.7968998,0.560599983,124.4506989,0.872547746,3.169555426,-0.57874769,4.82390976,332,1977,48,0.848868012,0.498955429,3.142517328,-0.651621461,-0.983766913,4.854879856,4.84232378,0,0,1,0,0,0,0,0,0
333,333-1,1,1979,2.354000092,27.41519928,0.566699982,125.217598,0.856116056,3.311097622,-0.567925274,4.830052853,333,1978,48,0.872547746,0.848868012,3.169555426,-0.57874769,-0.651621461,4.82390976,4.854879856,0,0,0,1,0,0,0,0,0
334,334-1,1,1980,2.286999941,22.8845005,0.618099988,100,0.827240884,3.130459785,-0.48110503,4.60517025,334,1979,48,0.856116056,0.872547746,3.311097622,-0.567925274,-0.57874769,4.830052853,4.82390976,0,0,0,0,1,0,0,0,0
335,335-1,1,1981,2.045000076,26.32069969,0.523899972,97.43049622,0.715397835,3.270355701,-0.646454513,4.579139233,335,1980,48,0.827240884,0.856116056,3.130459785,-0.48110503,-0.567925274,4.60517025,4.830052853,0,0,0,0,0,1,0,0,0
336,336-1,1,1982,1.932000041,27.66180038,0.43689999,96.67970276,0.658555746,3.320052385,-0.828050971,4.571403503,336,1981,48,0.715397835,0.827240884,3.270355701,-0.646454513,-0.48110503,4.579139233,4.60517025,0,0,0,0,0,0,1,0,0
337,337-1,4,1976,3.757999897,27.26619911,1.014899969,117.5999985,1.323886871,3.30564785,0.014790055,4.767289162,337,1982,49,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0
338,338-1,4,1977,3.691999912,24.30139923,0.950500011,115.875,1.306168318,3.190533876,-0.050767105,4.752511978,338,1976,49,1.323886871,NA,3.30564785,0.014790055,NA,4.767289162,NA,0,1,0,0,0,0,0,0,0
339,339-1,4,1978,3.720999956,22.96479988,0.907100022,113.5250015,1.313992381,3.133962631,-0.097502559,4.732023239,339,1977,49,1.306168318,1.323886871,3.190533876,-0.050767105,0.014790055,4.752511978,4.767289162,0,0,1,0,0,0,0,0,0
340,340-1,4,1979,3.698999882,22.3913002,0.970600009,109.875,1.308062434,3.10867238,-0.029840833,4.699343204,340,1978,49,1.313992381,1.306168318,3.133962631,-0.097502559,-0.050767105,4.732023239,4.752511978,0,0,0,1,0,0,0,0,0
341,341-1,4,1980,3.447000027,22.2397995,0.880599976,102.2249985,1.237504244,3.101883411,-0.127151817,4.627176285,341,1979,49,1.308062434,1.313992381,3.10867238,-0.029840833,-0.097502559,4.699343204,4.732023239,0,0,0,0,1,0,0,0,0
342,342-1,4,1981,2.835999966,20.68689919,0.776499987,91.90000153,1.042394638,3.029500723,-0.252958655,4.520700932,342,1980,49,1.237504244,1.308062434,3.101883411,-0.127151817,-0.029840833,4.627176285,4.699343204,0,0,0,0,0,1,0,0,0
343,343-1,4,1982,2.612999916,21.79290009,0.65079999,90.17500305,0.960498929,3.081584215,-0.429552913,4.501752377,343,1981,49,1.042394638,1.237504244,3.029500723,-0.252958655,-0.127151817,4.520700932,4.627176285,0,0,0,0,0,0,1,0,0
344,344-1,6,1976,72.86199951,25.40089989,26.85540009,106.1746979,4.288567066,3.234784603,3.290467024,4.665085793,344,1982,50,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0
345,345-1,6,1977,73.29100037,22.79050064,25.6364994,108.9674988,4.294437885,3.126343727,3.244017124,4.691049576,345,1976,50,4.288567066,NA,3.234784603,3.290467024,NA,4.665085793,NA,0,1,0,0,0,0,0,0,0
346,346-1,6,1978,70.77300262,22.27869987,26.17469978,107.8623962,4.259477615,3.10363102,3.264793396,4.680856228,346,1977,50,4.294437885,4.288567066,3.126343727,3.244017124,3.290467024,4.691049576,4.665085793,0,0,1,0,0,0,0,0,0
347,347-1,6,1979,72.54199982,22.92950058,25.74720001,104.566803,4.284165859,3.132424355,3.248325825,4.64982605,347,1978,50,4.259477615,4.294437885,3.10363102,3.264793396,3.244017124,4.680856228,4.691049576,0,0,0,1,0,0,0,0,0
348,348-1,6,1980,64.8030014,24.69470024,22.43630028,100,4.17135191,3.206588745,3.110680103,4.60517025,348,1979,50,4.284165859,4.259477615,3.132424355,3.248325825,3.264793396,4.64982605,4.680856228,0,0,0,0,1,0,0,0,0
349,349-1,6,1981,48.31200027,24.76320076,18.01449966,92.74299622,3.877680063,3.209358692,2.891176939,4.529832363,349,1980,50,4.17135191,4.284165859,3.206588745,3.110680103,3.248325825,4.60517025,4.64982605,0,0,0,0,0,1,0,0,0
350,350-1,6,1982,40.60900116,24.73810005,15.8348999,90.03859711,3.703989744,3.20834446,2.76221633,4.500238419,350,1981,50,3.877680063,4.17135191,3.209358692,2.891176939,3.110680103,4.529832363,4.60517025,0,0,0,0,0,0,1,0,0
351,351-1,1,1976,0.76700002,23.32929993,0.25060001,125.8063965,-0.265268445,3.149710178,-1.383897185,4.834743977,351,1982,51,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0
352,352-1,1,1977,0.755999982,22.0298996,0.224399999,127.9648972,-0.279713929,3.092400551,-1.494325161,4.851756096,352,1976,51,-0.265268445,NA,3.149710178,-1.383897185,NA,4.834743977,NA,0,1,0,0,0,0,0,0,0
353,353-1,1,1978,0.725000024,21.69930077,0.208800003,125.4293976,-0.321583599,3.077280045,-1.566378355,4.83174324,353,1977,51,-0.279713929,-0.265268445,3.092400551,-1.494325161,-1.383897185,4.851756096,4.834743977,0,0,1,0,0,0,0,0,0
354,354-1,1,1979,0.670000017,23.47220039,0.186499998,125.0259018,-0.400477529,3.155816793,-1.679324031,4.828520775,354,1978,51,-0.321583599,-0.279713929,3.077280045,-1.566378355,-1.494325161,4.83174324,4.851756096,0,0,0,1,0,0,0,0,0
355,355-1,1,1980,0.644999981,22.80389977,0.168400005,106.3043976,-0.438504994,3.126931667,-1.781413198,4.666306496,355,1979,51,-0.400477529,-0.321583599,3.155816793,-1.679324031,-1.566378355,4.828520775,4.83174324,0,0,0,0,1,0,0,0,0
356,356-1,1,1981,0.560000002,25.19379997,0.138400003,98.07289886,-0.579818487,3.226598024,-1.97760725,4.585711002,356,1980,51,-0.438504994,-0.400477529,3.126931667,-1.781413198,-1.679324031,4.666306496,4.828520775,0,0,0,0,0,1,0,0,0
357,357-1,1,1982,0.551999986,27.72890091,0.130999997,96.86740112,-0.594207287,3.322475195,-2.032557964,4.573343277,357,1981,51,-0.579818487,-0.438504994,3.226598024,-1.97760725,-1.781413198,4.585711002,4.666306496,0,0,0,0,0,0,1,0,0
358,358-1,4,1976,14.1789999,28.02869987,2.84890008,116.4000015,2.651762009,3.333229065,1.046932936,4.757032394,358,1982,52,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0
359,359-1,4,1977,14.22399998,24.23760033,2.67869997,115.6999969,2.654930592,3.187905073,0.985331595,4.751000404,359,1976,52,2.651762009,NA,3.333229065,1.046932936,NA,4.757032394,NA,0,1,0,0,0,0,0,0,0
360,360-1,4,1978,13.96500015,22.32259941,2.545099974,112.8000031,2.636554241,3.105599642,0.934169948,4.725616455,360,1977,52,2.654930592,2.651762009,3.187905073,0.985331595,1.046932936,4.751000404,4.757032394,0,0,1,0,0,0,0,0,0
361,361-1,4,1979,13.61499977,22.27899933,2.540199995,108.9000015,2.611172199,3.103644609,0.932242811,4.690430164,361,1978,52,2.636554241,2.654930592,3.105599642,0.934169948,0.985331595,4.725616455,4.751000404,0,0,0,1,0,0,0,0,0
362,362-1,4,1980,12.32900047,21.66790009,2.265700102,100,2.511954308,3.07583189,0.81788379,4.60517025,362,1979,52,2.611172199,2.636554241,3.103644609,0.932242811,0.934169948,4.690430164,4.725616455,0,0,0,0,1,0,0,0,0
363,363-1,4,1981,10.50500011,22.20339966,2.459100008,89.19999695,2.351851463,3.100245476,0.899795413,4.490880966,363,1980,52,2.511954308,2.611172199,3.07583189,0.81788379,0.932242811,4.60517025,4.690430164,0,0,0,0,0,1,0,0,0
364,364-1,4,1982,10.97299957,21.64069939,2.640100002,90.5,2.395437717,3.074575663,0.970816791,4.505349636,364,1981,52,2.351851463,2.511954308,3.100245476,0.899795413,0.81788379,4.490880966,4.60517025,0,0,0,0,0,0,1,0,0
365,365-1,4,1977,6.877999783,26.02319908,1.03579998,116.2249985,1.928327918,3.25898838,0.035174057,4.755527973,365,1982,53,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0
366,366-1,4,1978,6.947000027,22.37290001,1.056699991,114.9749985,1.938309908,3.107850313,0.055150837,4.744714737,366,1977,53,1.928327918,NA,3.25898838,0.035174057,NA,4.755527973,NA,0,0,1,0,0,0,0,0,0
367,367-1,4,1979,6.894999981,22.18659973,1.033300042,111.8249969,1.930796504,3.099488497,0.032757606,4.716935158,367,1978,53,1.938309908,1.928327918,3.107850313,0.055150837,0.035174057,4.744714737,4.755527973,0,0,0,1,0,0,0,0,0
368,368-1,4,1980,6.585999966,21.44680023,1.046599984,106.6750031,1.884946227,3.065575361,0.0455468,4.66978693,368,1979,53,1.930796504,1.938309908,3.099488497,0.032757606,0.055150837,4.716935158,4.744714737,0,0,0,0,1,0,0,0,0
369,369-1,4,1981,5.618999958,21.75600052,0.924600005,97.30000305,1.726153731,3.079889536,-0.078394063,4.577798843,369,1980,53,1.884946227,1.930796504,3.065575361,0.0455468,0.032757606,4.66978693,4.716935158,0,0,0,0,0,1,0,0,0
370,370-1,4,1982,4.684999943,23.01189995,0.829100013,89.52500153,1.544365883,3.136011362,-0.187414482,4.494517803,370,1981,53,1.726153731,1.884946227,3.079889536,-0.078394063,0.0455468,4.577798843,4.66978693,0,0,0,0,0,0,1,0,0
371,371-1,4,1983,4.492000103,25.48690033,0.783900023,89.59999847,1.502298117,3.238164663,-0.243473783,4.495355129,371,1982,53,1.544365883,1.726153731,3.136011362,-0.187414482,-0.078394063,4.494517803,4.577798843,0,0,0,0,0,0,0,1,0
372,372-1,1,1977,3.802000046,23.79660034,0.541899979,127.1640015,1.335527301,3.169542789,-0.612673819,4.845477581,372,1983,54,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0
373,373-1,1,1978,4.109000206,22.66489983,0.581700027,127.3865967,1.413179755,3.120817423,-0.54180038,4.84722662,373,1977,54,1.335527301,NA,3.169542789,-0.612673819,NA,4.845477581,NA,0,0,1,0,0,0,0,0,0
374,374-1,1,1979,4.210999966,23.04899979,0.630699992,124.6424026,1.437700152,3.137622356,-0.460924983,4.82544899,374,1978,54,1.413179755,1.335527301,3.120817423,-0.54180038,-0.612673819,4.84722662,4.845477581,0,0,0,1,0,0,0,0,0
375,375-1,1,1980,4.156000137,24.87000084,0.64289999,118.9132004,1.424553156,3.213662386,-0.441766113,4.778393745,375,1979,54,1.437700152,1.413179755,3.137622356,-0.460924983,-0.54180038,4.82544899,4.84722662,0,0,0,0,1,0,0,0,0
376,376-1,1,1981,3.759000063,22.71459961,0.588100016,99.35759735,1.324152946,3.123007774,-0.530858278,4.598725319,376,1980,54,1.424553156,1.437700152,3.213662386,-0.441766113,-0.460924983,4.778393745,4.82544899,0,0,0,0,0,1,0,0,0
377,377-1,1,1982,3.052999973,26.27840042,0.487699986,97.24279785,1.116124749,3.26874733,-0.718054831,4.577210903,377,1981,54,1.324152946,1.424553156,3.123007774,-0.530858278,-0.441766113,4.598725319,4.778393745,0,0,0,0,0,0,1,0,0
378,378-1,1,1983,2.635999918,27.36590004,0.418599993,97.19439697,0.9692626,3.3092978,-0.870839477,4.576713085,378,1982,54,1.116124749,1.324152946,3.26874733,-0.718054831,-0.530858278,4.577210903,4.598725319,0,0,0,0,0,0,0,1,0
379,379-1,4,1976,5.481999874,35.82889938,0.185200006,116.4000015,1.701470017,3.578754902,-1.686318874,4.757032394,379,1983,55,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0
380,380-1,4,1977,6.527999878,33.74509811,0.239500001,115.6999969,1.87610054,3.518835068,-1.429201841,4.751000404,380,1976,55,1.701470017,NA,3.578754902,-1.686318874,NA,4.757032394,NA,0,1,0,0,0,0,0,0,0
381,381-1,4,1978,6.901000023,32.78530121,0.324699998,112.8000031,1.931666374,3.489980221,-1.124853611,4.725616455,381,1977,55,1.87610054,1.701470017,3.518835068,-1.429201841,-1.686318874,4.751000404,4.757032394,0,0,1,0,0,0,0,0,0
382,382-1,4,1979,7.208000183,32.3280983,0.366100013,108.9000015,1.975191593,3.475936651,-1.004848719,4.690430164,382,1978,55,1.931666374,1.87610054,3.489980221,-1.124853611,-1.429201841,4.725616455,4.751000404,0,0,0,1,0,0,0,0,0
383,383-1,4,1980,6.500999928,35.48559952,0.387600005,100,1.871955991,3.569127083,-0.947781384,4.60517025,383,1979,55,1.975191593,1.931666374,3.475936651,-1.004848719,-1.124853611,4.690430164,4.725616455,0,0,0,0,1,0,0,0,0
384,384-1,4,1981,5.800000191,35.09230042,0.439900011,89.19999695,1.757857919,3.55798173,-0.821207821,4.490880966,384,1980,55,1.871955991,1.975191593,3.569127083,-0.947781384,-1.004848719,4.60517025,4.690430164,0,0,0,0,0,1,0,0,0
385,385-1,4,1982,5.656000137,37.23749924,0.503700018,90.5,1.732716918,3.617316246,-0.685774386,4.505349636,385,1981,55,1.757857919,1.871955991,3.55798173,-0.821207821,-0.947781384,4.490880966,4.60517025,0,0,0,0,0,0,1,0,0
