psechoice,hscath,hsrural,grades,faminc,famsiz,parsome,parcoll,female,asian,hispan,black,grants,loans
1,0,1,8.279999733,4,3,0,0,0,0,0,0,0,0
3,0,1,8,62.5,3,1,0,1,0,0,0,0,0
1,0,1,7.559999943,30,4,0,0,1,0,0,0,0,0
2,0,1,6.920000076,22.5,3,1,0,0,0,0,0,1,0
2,0,1,6.920000076,22.5,3,1,0,0,0,0,0,0,1
3,0,1,3.119999886,42.5,3,1,0,1,0,0,0,1,1
3,0,1,5.599999905,62.5,4,0,1,0,0,0,0,0,0
3,0,1,4.210000038,8.75,5,1,0,0,0,0,0,1,1
2,0,1,3.599999905,8.75,3,0,0,1,0,0,0,1,0
3,0,1,4.789999962,42.5,4,1,0,1,0,0,0,1,1
1,0,1,7.670000076,30,3,0,0,1,1,0,0,0,0
3,0,1,4.360000134,87.5,4,0,1,0,0,0,0,1,0
3,0,1,7.539999962,30,4,1,0,1,0,0,0,1,1
1,0,1,5.690000057,30,3,1,0,1,0,0,0,0,0
2,0,1,5.730000019,87.5,5,0,1,0,0,0,0,0,0
2,0,1,7.25,30,5,1,0,1,0,0,0,0,0
2,0,1,8.43999958,8.75,3,1,0,1,0,0,1,1,0
2,0,1,8.109999657,42.5,4,0,1,1,0,0,0,0,0
3,0,1,7.78000021,22.5,4,0,1,0,0,0,1,1,1
3,0,1,8.93999958,2,6,0,0,1,0,0,1,1,1
3,0,1,3.210000038,30,3,0,1,1,0,0,1,1,0
1,0,1,5.789999962,22.5,6,1,0,0,0,0,1,0,0
3,0,1,11.34000015,12.5,3,0,0,0,0,0,1,1,1
3,0,1,6.269999981,62.5,3,0,1,0,0,0,1,0,1
1,0,0,10.18000031,17.5,5,1,0,1,0,0,1,0,0
2,0,0,6.630000114,17.5,5,1,0,0,0,0,0,0,0
1,0,0,5.380000114,30,4,1,0,0,0,0,1,0,0
2,0,0,5.380000114,12.5,3,1,0,1,0,0,1,1,0
3,0,0,3.140000105,42.5,3,1,0,1,0,0,0,1,0
2,0,0,5.210000038,87.5,4,0,1,1,0,0,0,0,0
2,0,0,5.210000038,87.5,4,0,1,1,0,0,0,0,0
3,0,0,2.599999905,87.5,5,0,1,1,1,0,0,0,0
3,0,0,2.599999905,87.5,5,0,1,1,1,0,0,0,0
3,0,0,6.460000038,62.5,4,0,1,0,0,0,0,1,0
1,0,0,10.02999973,62.5,3,1,0,1,0,0,0,0,0
3,0,0,5.489999771,250,4,0,1,1,1,0,0,0,0
3,0,0,5.489999771,250,4,0,1,1,1,0,0,0,0
3,0,0,5.239999771,17.5,6,1,0,1,0,0,1,1,1
2,0,0,6.039999962,30,6,0,1,0,1,0,0,1,0
2,0,0,8.399999619,42.5,4,1,0,1,0,0,0,0,0
3,0,0,2.720000029,87.5,6,0,1,1,1,0,0,1,0
1,0,0,7.239999771,17.5,5,0,0,1,0,0,0,0,0
1,0,1,4.179999828,12.5,4,0,0,1,0,0,0,0,0
3,0,1,6.28000021,12.5,3,0,0,0,0,0,0,1,0
1,0,1,8.800000191,30,7,0,0,1,0,0,0,0,0
3,0,1,5.260000229,30,3,0,0,1,0,0,0,1,0
3,0,0,6.75,8.75,2,1,0,0,0,0,1,1,1
1,0,0,9.170000076,6.25,3,1,0,0,0,0,1,0,0
3,0,0,2.269999981,87.5,5,0,1,0,0,0,0,0,0
3,0,0,2.380000114,62.5,5,0,1,1,0,0,0,0,0
3,0,0,8.43999958,150,4,0,1,1,0,0,0,0,0
3,0,0,8.43999958,150,4,0,1,1,0,0,0,0,0
3,0,0,2,62.5,4,0,1,1,0,0,0,1,0
3,0,0,2.700000048,42.5,5,0,1,0,0,0,0,1,0
3,0,0,2.420000076,42.5,2,1,0,1,0,0,0,0,0
3,0,0,3.130000114,62.5,4,0,1,1,0,0,0,0,0
2,0,0,6.920000076,30,6,0,0,0,0,0,0,0,0
2,0,0,6.920000076,30,6,0,0,0,0,0,0,1,1
1,0,0,7.599999905,22.5,5,1,0,0,0,0,1,0,0
2,0,0,5.380000114,42.5,4,1,0,1,0,0,0,1,0
3,0,0,5.039999962,62.5,3,1,0,0,0,0,0,0,0
3,0,0,5.039999962,62.5,3,1,0,0,0,0,0,0,0
2,0,0,5.599999905,62.5,3,1,0,0,0,0,0,1,0
2,0,0,6.099999905,42.5,4,1,0,0,0,0,0,1,0
2,0,0,8.600000381,42.5,4,1,0,0,0,0,0,1,0
2,0,0,6.210000038,42.5,4,1,0,1,0,0,0,0,0
1,0,1,7.429999828,42.5,3,1,0,0,0,0,0,0,0
3,0,1,4.179999828,250,5,0,0,0,0,0,0,1,0
3,0,1,3.690000057,62.5,7,0,1,0,0,0,0,1,0
3,0,1,4.170000076,62.5,5,0,1,1,0,0,0,1,0
3,0,1,7.400000095,62.5,4,0,1,0,0,0,0,0,0
3,0,1,6.349999905,12.5,2,1,0,1,0,0,1,1,0
1,0,1,6.5,8.75,2,0,1,1,0,0,0,0,0
3,0,1,7.670000076,62.5,2,1,0,0,0,0,0,0,0
3,0,1,8.779999733,17.5,5,1,0,1,0,0,0,1,0
3,0,0,5.989999771,62.5,5,0,0,0,0,1,0,0,0
3,0,0,10.14000034,0,6,0,1,1,0,1,0,0,0
3,0,0,8.739999771,8.75,3,1,0,1,0,1,0,1,0
3,0,0,8.739999771,8.75,3,1,0,1,0,1,0,1,1
1,0,0,8.630000114,12.5,2,1,0,1,0,1,0,0,0
3,0,1,7.679999828,22.5,5,1,0,0,0,0,1,1,1
3,0,1,3,8.75,4,1,0,1,0,1,0,1,1
1,0,1,9.869999886,17.5,5,0,0,0,0,0,0,0,0
2,0,1,8.920000076,42.5,4,0,1,0,0,0,0,1,0
1,0,0,9.279999733,42.5,4,1,0,0,0,0,0,0,0
3,0,0,3.25999999,62.5,4,0,1,0,0,0,0,0,0
3,0,0,3.25999999,62.5,4,0,1,0,0,0,0,1,1
1,0,0,10.60999966,62.5,4,0,1,1,0,1,0,0,0
3,0,0,6.920000076,62.5,4,0,0,1,0,0,0,1,0
3,0,0,6.920000076,62.5,4,0,0,1,0,0,0,0,0
3,0,0,6.920000076,62.5,4,0,0,1,0,0,0,0,0
2,0,0,8.840000153,42.5,4,1,0,0,0,0,0,0,1
3,0,0,6.380000114,150,3,0,1,0,0,0,0,1,0
3,0,1,3.170000076,22.5,6,0,0,0,0,1,0,1,1
3,0,1,2,30,3,0,0,0,0,0,0,1,0
3,0,1,2.369999886,42.5,5,1,0,1,0,0,0,0,1
3,0,1,4.53000021,42.5,6,1,0,0,0,0,0,0,0
3,0,1,4.460000038,12.5,2,1,0,1,0,0,0,1,0
3,0,1,3.630000114,42.5,3,0,1,0,0,0,0,0,0
3,0,1,3.630000114,42.5,3,0,1,0,0,0,0,0,0
1,0,1,5.070000172,42.5,4,1,0,0,0,0,0,0,0
1,0,1,3.849999905,17.5,4,1,0,1,0,0,0,0,0
2,0,0,6.269999981,42.5,4,0,1,1,0,1,0,0,0
2,0,0,6.269999981,42.5,4,0,1,1,0,1,0,0,0
3,0,0,6.539999962,62.5,4,0,1,1,0,0,0,0,0
3,0,0,3.170000076,62.5,3,1,0,1,0,0,0,1,0
3,0,0,5.420000076,87.5,5,1,0,0,0,0,0,1,0
3,0,0,4.670000076,62.5,3,1,0,1,0,0,0,0,1
1,0,0,9.329999924,87.5,5,0,0,0,0,0,1,0,0
3,0,0,7.039999962,87.5,6,1,0,1,0,0,0,1,0
3,0,0,8.31000042,150,5,0,1,0,1,0,0,0,0
3,0,0,8.31000042,150,5,0,1,0,1,0,0,0,0
3,0,0,8.039999962,30,4,0,1,0,0,0,0,1,0
3,0,0,5.75,42.5,4,1,0,1,0,0,0,1,0
3,0,0,5.75,42.5,4,1,0,1,0,0,0,0,0
2,0,0,4.639999866,62.5,5,0,0,1,0,0,0,0,0
2,0,0,4.639999866,62.5,5,0,0,1,0,0,0,0,1
2,0,0,5.480000019,42.5,3,1,0,1,0,0,0,0,0
1,0,0,6.230000019,8.75,4,1,0,0,0,0,0,0,0
2,0,0,5.929999828,30,5,1,0,0,0,0,1,0,0
1,0,0,8.75,42.5,3,1,0,1,0,0,1,0,0
1,0,0,8.899999619,12.5,5,0,0,1,0,0,1,0,0
3,0,0,5.380000114,30,6,1,0,1,0,0,1,1,1
1,0,0,8.659999847,22.5,4,0,0,1,0,0,1,0,0
1,0,0,10.10999966,22.5,4,0,0,0,0,0,1,0,0
3,0,0,7.289999962,17.5,6,1,0,0,0,0,0,1,1
3,0,0,9.710000038,12.5,6,1,0,1,0,1,0,1,0
3,0,0,10.02999973,22.5,6,1,0,0,0,1,0,0,1
3,0,0,10.02999973,22.5,6,1,0,0,0,1,0,0,0
3,0,0,9.720000267,62.5,4,1,0,0,0,1,0,1,0
2,0,0,5.260000229,42.5,4,0,0,1,0,0,0,0,0
3,0,0,2.579999924,87.5,5,0,1,0,0,0,0,1,0
2,0,0,7.599999905,6.25,4,1,0,1,0,0,0,0,0
3,0,0,5.670000076,30,3,0,1,0,0,0,0,0,0
2,0,0,5.460000038,87.5,5,0,1,1,0,0,0,0,0
2,0,0,5.460000038,87.5,5,0,1,1,0,0,0,0,0
1,0,0,2.450000048,150,5,0,1,0,0,1,0,0,0
2,0,0,4.21999979,87.5,3,0,1,1,0,0,0,0,0
3,0,0,4.710000038,62.5,3,1,0,1,0,0,0,0,0
2,0,0,6.619999886,30,3,1,0,0,0,0,0,0,0
3,0,0,4.119999886,30,4,0,1,1,0,0,0,1,0
3,0,0,4.119999886,30,4,0,1,1,0,0,0,1,0
3,0,0,5.039999962,30,4,1,0,0,0,0,0,0,1
2,0,0,3.680000067,42.5,6,1,0,1,0,0,0,0,0
2,0,0,2.289999962,30,3,0,1,1,0,0,0,0,0
2,0,0,2.289999962,30,3,0,1,1,0,0,0,1,1
2,0,1,5.960000038,42.5,4,0,1,0,0,0,0,0,0
2,0,1,5.960000038,42.5,4,0,1,0,0,0,0,1,0
3,0,1,8.079999924,17.5,5,1,0,1,0,0,1,0,1
3,0,1,7.389999866,12.5,1,0,0,1,0,0,1,1,0
3,0,1,7.389999866,12.5,1,0,0,1,0,0,1,1,1
2,0,1,4.860000134,30,3,0,1,0,0,0,0,1,0
2,0,1,4.860000134,30,3,0,1,0,0,0,0,1,0
2,0,1,10.22000027,30,4,0,0,1,0,0,1,0,0
2,0,1,8.420000076,12.5,5,0,0,1,0,0,0,0,0
1,0,0,8.199999809,62.5,4,1,0,0,0,0,0,0,0
1,0,0,8.710000038,30,5,0,1,0,0,0,0,0,0
3,0,0,9.100000381,42.5,6,1,0,1,0,0,0,1,1
3,0,0,2.940000057,87.5,3,0,1,0,0,0,0,1,0
3,0,0,5.599999905,17.5,7,1,0,1,1,0,0,0,0
3,0,0,5.599999905,17.5,7,1,0,1,1,0,0,0,0
1,0,0,10.19999981,6.25,4,1,0,0,0,1,0,0,0
1,0,0,8.630000114,42.5,5,0,1,0,0,0,0,0,0
1,0,0,8.600000381,30,4,1,0,0,0,0,0,0,0
2,0,0,6,87.5,6,1,0,1,0,0,0,1,0
2,0,0,3.950000048,12.5,3,0,0,0,0,0,0,0,0
1,0,0,7.099999905,6.25,2,0,0,0,0,0,0,0,0
2,0,0,8.579999924,22.5,6,1,0,1,0,1,0,0,1
3,0,0,8.93999958,62.5,4,0,0,1,0,0,0,0,0
3,0,0,5.25,42.5,4,0,1,1,0,0,0,1,0
3,0,0,5.25,42.5,4,0,1,1,0,0,0,0,0
1,0,0,7.420000076,42.5,6,0,0,1,0,1,0,0,0
1,0,0,9.289999962,17.5,5,1,0,1,0,0,1,0,0
2,0,0,10.34000015,42.5,1,0,1,1,0,0,0,0,0
1,0,0,5.539999962,30,4,1,0,1,0,0,0,0,0
1,0,0,8.720000267,12.5,8,1,0,0,0,0,1,0,0
1,0,0,9.420000076,42.5,3,0,0,0,0,0,0,0,0
2,0,0,6.440000057,30,5,0,1,1,0,0,0,0,0
2,0,0,6.440000057,30,5,0,1,1,0,0,0,0,0
3,0,1,7.929999828,42.5,4,1,0,0,0,0,0,0,0
1,0,1,5.820000172,42.5,5,1,0,0,0,0,0,0,0
1,0,1,9.729999542,17.5,4,0,1,0,0,0,0,0,0
1,0,1,7.980000019,30,4,1,0,0,0,0,0,0,0
2,0,1,7.710000038,12.5,4,0,0,0,0,0,0,0,0
3,0,1,2.289999962,30,4,0,0,1,0,0,0,1,1
3,0,1,2.289999962,30,4,0,0,1,0,0,0,0,0
3,0,1,4.099999905,30,2,0,1,0,0,0,0,0,0
2,0,1,8.489999771,8.75,4,1,0,0,0,0,0,1,0
2,0,1,8.489999771,8.75,4,1,0,0,0,0,0,0,0
1,0,0,10.63000011,8.75,5,1,0,0,0,1,0,0,0
3,0,0,4.230000019,22.5,5,0,0,1,0,1,0,1,0
3,0,0,6.079999924,17.5,7,1,0,0,0,1,0,1,0
3,0,0,6.079999924,17.5,7,1,0,0,0,1,0,1,0
1,0,0,7.889999866,30,5,0,0,1,0,1,0,0,0
3,0,0,6.5,42.5,5,0,0,0,0,1,0,1,1
1,0,0,9.170000076,12.5,6,0,0,0,0,1,0,0,0
3,0,0,5.789999962,30,4,1,0,0,0,0,0,1,1
1,0,0,9.430000305,30,5,1,0,1,0,1,0,0,0
1,0,0,10.52999973,30,3,1,0,0,0,0,0,0,0
2,0,0,9.609999657,42.5,3,0,1,1,0,0,1,1,0
3,0,0,7.360000134,42.5,4,0,1,1,0,0,0,1,0
2,0,0,9.670000076,42.5,5,0,0,0,0,1,0,0,0
1,0,0,8.130000114,42.5,3,1,0,0,0,0,0,0,0
2,0,0,8.329999924,22.5,3,1,0,0,0,1,0,0,0
2,0,0,8.329999924,22.5,3,1,0,0,0,1,0,0,0
3,0,0,3.940000057,42.5,4,1,0,0,0,0,0,0,1
2,0,0,11.44999981,30,3,0,0,0,0,1,0,0,0
3,0,0,5.329999924,62.5,3,1,0,1,0,1,0,0,0
3,0,0,5.679999828,150,5,0,1,1,0,1,0,0,0
3,0,0,5.679999828,150,5,0,1,1,0,1,0,0,0
3,0,0,5.679999828,150,5,0,1,1,0,1,0,0,0
2,0,0,9.789999962,62.5,4,0,1,0,0,0,0,0,0
2,0,0,10.64000034,62.5,5,1,0,0,0,1,0,0,0
3,0,0,5.869999886,87.5,4,0,1,1,0,0,0,1,0
3,0,0,5.869999886,87.5,4,0,1,1,0,0,0,0,0
3,0,0,7.440000057,8.75,3,1,0,1,0,0,0,0,0
2,0,0,9.359999657,42.5,5,1,0,1,0,1,0,0,0
2,0,0,9.359999657,42.5,5,1,0,1,0,1,0,0,0
3,0,0,7.21999979,17.5,4,0,0,1,0,1,0,1,1
3,0,0,7.21999979,17.5,4,0,0,1,0,1,0,0,0
2,0,0,9.659999847,22.5,7,1,0,0,0,1,0,0,0
3,0,0,4.429999828,62.5,5,1,0,1,0,0,1,1,0
3,0,0,3.630000114,12.5,4,1,0,1,0,0,0,1,1
1,0,0,6.170000076,22.5,3,1,0,0,0,0,0,0,0
2,0,0,2.690000057,30,3,1,0,1,0,0,1,0,0
2,0,0,2.690000057,30,3,1,0,1,0,0,1,1,0
2,0,0,7.539999962,8.75,4,1,0,0,0,0,1,0,0
2,0,0,7.539999962,8.75,4,1,0,0,0,0,1,1,1
3,0,1,6.210000038,87.5,5,1,0,1,0,0,0,1,0
3,0,1,2.779999971,12.5,3,0,0,1,0,0,0,1,0
3,0,1,3.279999971,17.5,4,1,0,1,0,0,0,1,0
3,0,1,3.279999971,17.5,4,1,0,1,0,0,0,1,1
3,0,1,8.130000114,62.5,3,0,0,1,0,0,0,0,0
3,0,1,8.130000114,62.5,3,0,0,1,0,0,0,0,0
3,0,1,6.079999924,12.5,4,1,0,1,0,0,1,1,1
3,0,1,6.079999924,12.5,4,1,0,1,0,0,1,1,0
3,0,1,3.5,42.5,3,0,0,0,0,0,0,1,0
3,0,1,9.130000114,6.25,4,1,0,0,0,0,1,1,1
1,0,1,8.670000076,12.5,6,1,0,0,0,1,0,0,0
1,0,1,3.049999952,30,4,0,0,0,0,0,0,0,0
3,0,1,8.789999962,42.5,3,1,0,1,0,0,0,1,1
3,0,1,4.579999924,8.75,6,0,0,1,0,0,1,1,0
3,0,1,6.650000095,62.5,4,1,0,1,0,1,0,0,0
3,0,1,6.650000095,62.5,4,1,0,1,0,1,0,0,0
3,0,1,6.650000095,62.5,4,1,0,1,0,1,0,0,0
1,0,0,11.18000031,6.25,8,1,0,1,0,0,1,0,0
3,0,0,6.510000229,4,4,1,0,1,0,0,0,0,1
2,0,0,7.360000134,30,6,1,0,0,0,1,0,0,0
1,0,0,10.06999969,62.5,4,1,0,1,0,1,0,0,0
1,0,0,10.59000015,30,7,0,0,0,0,0,0,0,0
3,0,0,5.699999809,42.5,4,1,0,0,0,1,0,0,0
3,0,0,5.699999809,42.5,4,1,0,0,0,1,0,0,0
2,0,0,8.109999657,30,5,1,0,0,0,1,0,0,1
3,0,0,4.230000019,8.75,4,0,1,0,0,0,0,1,0
2,0,0,6.840000153,30,4,1,0,1,0,1,0,1,0
3,0,0,6.78000021,42.5,5,0,1,0,1,0,0,0,0
1,0,0,9.779999733,62.5,4,1,0,1,0,1,0,0,0
1,0,0,10.52000046,42.5,2,1,0,0,0,0,0,0,0
3,0,0,9.43999958,12.5,3,1,0,1,0,1,0,0,0
3,0,0,5.460000038,150,3,0,1,0,0,0,0,0,0
3,0,0,6.769999981,30,3,0,1,1,0,0,0,1,1
3,0,0,5.409999847,62.5,5,0,1,1,1,0,0,1,1
3,0,0,5.409999847,62.5,5,0,1,1,1,0,0,0,0
3,0,0,3.680000067,62.5,3,0,1,0,1,0,0,1,1
3,0,0,3.680000067,62.5,3,0,1,0,1,0,0,1,0
3,0,0,3.680000067,62.5,3,0,1,0,1,0,0,1,0
2,0,0,8.949999809,17.5,8,0,1,0,1,0,0,0,0
2,0,0,5.679999828,62.5,4,1,0,1,0,0,0,0,0
3,0,0,8.529999733,62.5,4,0,1,0,0,0,0,1,1
3,0,0,9.319999695,42.5,5,0,1,0,0,1,0,1,1
3,0,0,9.319999695,42.5,5,0,1,0,0,1,0,1,1
3,0,0,6.570000172,150,3,0,1,0,0,0,0,0,0
3,0,0,6.099999905,150,6,0,1,0,0,0,0,0,0
3,0,0,3.880000114,87.5,4,0,1,1,0,0,0,0,0
3,0,0,3.880000114,87.5,4,0,1,1,0,0,0,0,0
3,0,0,3.880000114,87.5,4,0,1,1,0,0,0,0,0
2,0,0,10.27999973,62.5,5,1,0,1,0,0,0,0,0
3,0,0,7.460000038,250,4,0,1,1,0,0,0,0,0
3,0,0,3.630000114,17.5,4,0,1,0,1,0,0,1,1
3,0,0,3.630000114,17.5,4,0,1,0,1,0,0,0,0
1,0,1,9.18999958,30,5,0,0,1,0,0,0,0,0
3,0,1,4.590000153,150,4,0,1,0,0,0,0,0,0
3,0,1,4.590000153,150,4,0,1,0,0,0,0,0,0
3,0,1,4.429999828,250,6,1,0,1,0,0,0,0,0
3,0,1,4.429999828,250,6,1,0,1,0,0,0,0,0
3,0,1,4.429999828,250,6,1,0,1,0,0,0,0,0
3,0,1,2.410000086,42.5,5,0,1,1,0,0,0,1,1
3,0,1,2.640000105,62.5,6,1,0,0,0,0,0,1,0
2,0,1,6.179999828,22.5,2,0,1,0,0,0,0,0,0
2,0,1,6.179999828,22.5,2,0,1,0,0,0,0,0,0
1,0,1,7.929999828,12.5,4,1,0,0,0,0,0,0,0
3,0,1,3.930000067,30,5,0,1,1,0,0,0,1,0
3,0,1,3.329999924,62.5,5,0,1,1,0,0,0,1,0
1,0,1,10.23999977,42.5,4,1,0,0,0,0,0,0,0
2,0,1,6.940000057,17.5,4,0,1,0,0,0,0,0,0
2,0,1,6.940000057,17.5,4,0,1,0,0,0,0,1,0
2,0,0,4.949999809,12.5,2,1,0,1,0,0,0,1,0
2,0,0,6.170000076,30,3,1,0,1,0,0,0,1,0
2,0,0,6.170000076,30,3,1,0,1,0,0,0,1,1
1,0,1,9,42.5,5,0,0,0,0,0,0,0,0
3,0,1,5.579999924,12.5,6,1,0,1,0,0,0,1,1
1,0,1,6.880000114,17.5,5,1,0,1,0,0,0,0,0
3,0,1,3.940000057,4,3,1,0,0,0,0,1,1,0
3,0,1,2.170000076,62.5,4,0,1,0,0,0,0,1,0
3,0,1,5.630000114,6.25,1,1,0,1,0,0,1,1,0
3,0,1,5.630000114,6.25,1,1,0,1,0,0,1,1,1
3,0,1,6.46999979,87.5,5,0,1,0,0,0,1,0,0
3,0,0,5.590000153,30,4,0,1,1,0,1,0,1,1
3,0,0,5.590000153,30,4,0,1,1,0,1,0,0,0
3,0,0,8.25,17.5,3,1,0,0,0,1,0,1,0
3,0,0,7.75,42.5,4,0,1,1,0,1,0,1,0
3,0,0,7.75,42.5,4,0,1,1,0,1,0,1,1
1,0,0,9.829999924,17.5,8,0,0,1,0,1,0,0,0
1,0,0,11.34000015,12.5,4,1,0,0,0,1,0,0,0
3,0,0,4.179999828,150,4,0,1,0,0,0,0,0,0
3,0,0,6.820000172,62.5,4,0,1,0,1,0,0,0,0
3,0,0,7.869999886,42.5,5,1,0,0,0,0,0,0,0
3,0,0,7.869999886,42.5,5,1,0,0,0,0,0,0,0
3,0,0,7.300000191,22.5,6,1,0,1,0,0,0,0,1
3,0,0,7.670000076,42.5,2,1,0,1,0,0,0,0,0
1,0,0,8.920000076,6.25,3,0,0,1,0,0,0,0,0
3,0,0,10.39999962,6.25,3,0,0,0,0,0,1,1,0
3,0,0,6.5,2,6,1,0,0,0,0,1,1,1
1,0,0,10.23999977,30,3,1,0,0,0,0,0,0,0
3,0,0,4.130000114,12.5,5,0,0,0,0,0,0,1,0
3,0,0,7.579999924,30,6,0,0,1,0,0,0,1,1
2,0,0,8.25,8.75,4,0,0,0,0,0,1,1,0
3,0,0,6.639999866,22.5,3,1,0,0,0,1,0,1,0
3,0,0,6.179999828,8.75,3,0,0,0,0,0,0,1,0
3,0,0,4.599999905,62.5,4,0,1,0,0,0,0,0,0
3,0,0,6.25,30,4,1,0,1,0,0,0,1,0
3,0,0,4.78000021,17.5,5,1,0,0,0,0,0,1,0
1,0,0,10.56000042,42.5,6,1,0,0,0,0,0,0,0
3,0,0,8.5,42.5,4,0,0,0,1,0,0,0,0
3,0,0,8.479999542,87.5,5,0,1,0,0,0,0,0,0
3,0,0,8.479999542,87.5,5,0,1,0,0,0,0,0,0
1,0,0,10.60999966,12.5,2,0,0,0,0,0,0,0,0
3,0,0,9.140000343,6.25,4,0,1,1,0,0,1,1,1
3,0,0,8.859999657,62.5,5,0,1,0,0,0,0,0,1
3,0,0,8.859999657,62.5,5,0,1,0,0,0,0,0,0
1,0,0,8.930000305,6.25,2,0,0,1,0,1,0,0,0
3,0,1,2,62.5,6,0,1,0,0,0,0,1,1
2,0,1,7.53000021,62.5,3,1,0,0,0,0,0,0,0
2,0,1,8.010000229,62.5,5,1,0,0,0,0,0,0,0
1,0,1,8.409999847,42.5,4,0,0,1,0,0,0,0,0
2,0,1,5.46999979,42.5,3,1,0,1,0,0,0,1,0
2,0,1,6.380000114,30,6,0,0,0,0,0,0,0,0
2,0,1,7.519999981,87.5,3,1,0,1,0,0,0,0,0
1,0,1,8.579999924,8.75,6,1,0,0,0,0,0,0,0
2,0,1,4.539999962,30,4,1,0,1,0,0,0,1,0
2,0,1,2.220000029,62.5,4,0,1,1,0,0,0,0,0
2,0,1,2.220000029,62.5,4,0,1,1,0,0,0,1,0
3,0,0,8.319999695,150,3,0,1,1,0,0,0,0,0
2,0,0,9.409999847,87.5,4,0,1,0,0,0,0,0,0
2,0,0,3.680000067,42.5,5,1,0,0,0,0,0,0,0
1,0,0,6.159999847,42.5,5,0,1,1,0,0,0,0,0
2,0,0,6.190000057,17.5,4,1,0,0,0,0,0,0,0
3,0,0,3.539999962,42.5,5,1,0,0,1,0,0,1,0
1,0,0,7.980000019,30,5,1,0,1,1,0,0,0,0
1,0,0,8.229999542,2,6,1,0,0,1,0,0,0,0
3,0,0,7.130000114,6.25,7,1,0,0,0,0,1,1,1
3,0,0,6.809999943,30,3,1,0,0,0,0,1,0,1
2,0,0,8.18999958,62.5,6,1,0,1,0,0,1,0,0
2,0,0,8.18999958,62.5,6,1,0,1,0,0,1,1,0
2,0,0,8.18999958,62.5,6,1,0,1,0,0,1,1,0
3,0,0,8.039999962,17.5,5,1,0,0,0,0,1,1,0
1,0,0,10.18000031,12.5,4,1,0,0,0,0,1,0,0
1,0,0,7.070000172,22.5,1,0,0,0,0,1,0,0,0
3,0,0,5.340000153,62.5,7,0,1,1,0,1,0,0,0
2,0,1,4.099999905,12.5,4,0,0,1,0,0,0,0,0
2,0,1,4.789999962,87.5,3,1,0,0,0,0,0,0,0
2,0,1,2.210000038,62.5,4,0,0,0,0,0,0,1,0
2,0,1,4.369999886,17.5,5,0,0,0,0,0,0,0,0
2,0,1,4.880000114,22.5,3,1,0,0,0,0,0,0,0
2,0,1,3.849999905,42.5,3,0,1,0,0,0,0,0,0
3,0,0,7.760000229,30,6,0,0,0,0,1,0,1,0
3,0,0,7.760000229,30,6,0,0,0,0,1,0,0,0
2,0,0,7.230000019,6.25,6,0,0,1,0,1,0,1,0
3,0,0,4.639999866,22.5,5,1,0,0,0,1,0,1,1
2,0,0,9.340000153,30,4,1,0,1,0,1,0,0,0
1,0,0,5.119999886,17.5,7,1,0,0,0,1,0,0,0
3,0,0,5.079999924,42.5,5,1,0,1,0,1,0,1,1
3,0,0,5.079999924,42.5,5,1,0,1,0,1,0,0,0
3,0,0,3.910000086,42.5,4,0,0,0,0,1,0,0,0
2,0,0,9.56000042,12.5,4,1,0,1,0,1,0,1,0
1,0,1,7.389999866,17.5,5,0,0,0,0,0,0,0,0
3,0,1,3.470000029,62.5,6,0,1,1,0,0,0,1,0
2,0,1,6.429999828,62.5,4,1,0,0,0,0,0,0,0
2,0,1,6.429999828,62.5,4,1,0,0,0,0,0,0,0
3,0,1,5.829999924,30,3,1,0,1,0,0,0,0,0
3,0,1,6.460000038,42.5,4,1,0,0,0,0,0,0,0
3,0,1,4.349999905,62.5,6,1,0,1,0,1,0,1,1
3,0,1,4.489999771,2,5,0,0,1,0,0,0,1,1
2,0,1,6.590000153,17.5,2,1,0,0,0,0,0,1,0
3,0,1,5.170000076,150,4,0,1,1,0,0,0,1,0
3,0,1,5.170000076,150,4,0,1,1,0,0,0,0,0
3,0,1,5.059999943,42.5,2,0,1,1,0,0,0,1,0
1,0,1,10.06000042,17.5,4,0,0,0,0,0,0,0,0
3,0,1,7.619999886,62.5,4,1,0,1,0,0,0,0,0
2,0,1,8.680000305,30,5,1,0,0,0,0,0,0,0
2,0,1,8.680000305,30,5,1,0,0,0,0,0,0,0
2,0,1,8.680000305,30,5,1,0,0,0,0,0,0,0
3,0,1,5.429999828,22.5,3,1,0,1,0,0,1,1,0
1,0,1,9.210000038,6.25,4,1,0,1,0,0,1,0,0
1,0,0,8.840000153,12.5,7,0,0,1,0,0,1,0,0
1,0,0,7.190000057,42.5,7,0,1,0,0,0,1,0,0
3,0,0,5.019999981,62.5,5,1,0,0,0,0,1,1,0
3,0,0,5.840000153,12.5,3,0,1,0,0,0,1,1,0
1,0,0,9.300000191,30,5,0,0,0,0,0,0,0,0
3,0,0,4.420000076,22.5,1,1,0,1,0,0,0,0,0
3,0,0,3.539999962,17.5,3,0,0,1,0,0,0,0,0
2,0,0,4.380000114,62.5,5,1,0,0,0,0,0,0,0
2,0,0,4.380000114,62.5,5,1,0,0,0,0,0,1,0
2,0,0,4.380000114,62.5,5,1,0,0,0,0,0,0,0
3,0,0,6.309999943,22.5,3,1,0,1,0,0,0,1,1
3,0,0,2.390000105,12.5,2,1,0,1,0,0,0,1,0
3,0,0,8.590000153,42.5,3,0,1,1,0,0,0,0,0
2,0,0,10.15999985,42.5,4,1,0,0,0,0,0,0,0
