id,t,lwage,occ,south,smsa,ind,exp,exp2,wks,ms,union,fem,blk,ed
150,4,6.5957799,1,0,1,1,19,361,47,1,1,0,0,12
150,5,6.8384099,1,0,1,1,20,400,40,1,1,0,0,12
150,6,6.9402199,1,0,1,1,21,441,42,1,1,0,0,12
150,7,6.8035102,1,0,1,1,22,484,5,1,1,0,0,12
151,1,6.3099198,1,1,0,0,20,400,50,1,0,0,0,16
151,2,6.43294,1,1,0,0,21,441,50,1,0,0,0,16
151,3,6.4815798,1,1,0,0,22,484,46,1,0,0,0,16
151,4,6.6066499,1,1,0,0,23,529,49,1,0,0,0,16
151,5,6.6333199,1,1,0,0,24,576,50,1,0,0,0,16
151,6,6.7452402,0,1,0,0,25,625,48,1,0,0,0,16
151,7,6.82763,1,1,0,0,26,676,46,1,0,0,0,16
152,1,5.4161,1,1,0,0,4,16,50,1,0,0,1,8
152,2,5.45959,1,1,0,0,5,25,44,1,0,0,1,8
152,3,5.45959,1,1,0,0,6,36,48,1,0,0,1,8
152,4,5.57973,1,1,0,0,7,49,43,0,0,0,1,8
152,5,5.7037802,1,1,0,0,8,64,6,0,0,0,1,8
152,6,5.7037802,1,1,0,0,9,81,6,0,0,0,1,8
152,7,5.7037802,1,1,0,0,10,100,35,0,0,0,1,8
153,1,6.2245598,1,0,1,0,13,169,49,1,0,0,0,12
153,2,6.3099198,1,0,1,0,14,196,37,1,0,0,0,12
153,3,6.3099198,1,0,1,0,15,225,49,1,0,0,0,12
153,4,6.38519,1,0,1,0,16,256,48,1,0,0,0,12
153,5,6.4345498,1,0,1,0,17,289,22,1,0,0,0,12
153,6,6.5510802,1,0,1,0,18,324,50,1,0,0,0,12
153,7,6.6846099,1,0,1,0,19,361,48,0,0,0,0,12
154,1,6.7452402,0,1,1,0,12,144,50,0,0,0,0,17
154,2,6.7274299,0,1,1,0,13,169,44,0,0,0,0,17
154,3,6.8824401,0,1,1,0,14,196,50,0,0,0,0,17
154,4,6.9275599,0,1,1,0,15,225,45,1,0,0,0,17
154,5,6.8997202,0,1,1,0,16,256,44,0,0,0,0,17
154,6,7.0273099,0,1,1,0,17,289,51,0,0,0,0,17
154,7,7.1308999,0,1,1,0,18,324,49,0,0,0,0,17
155,1,6.52209,0,0,1,0,3,9,49,1,0,0,0,16
155,2,6.6846099,0,0,1,0,4,16,46,1,0,0,0,16
155,3,6.8023901,0,0,1,0,5,25,48,1,0,0,0,16
155,4,7.0030699,0,0,1,0,6,36,48,1,0,0,0,16
155,5,7.0030699,0,0,1,0,7,49,48,1,0,0,0,16
155,6,7.2793198,0,0,1,0,8,64,48,1,0,0,0,16
155,7,7.3777599,0,0,1,1,9,81,48,1,0,0,0,16
156,1,6.6528602,0,0,0,0,33,1089,47,1,0,0,0,13
156,2,6.77422,0,0,0,0,34,1156,47,1,0,0,0,13
156,3,6.8023901,0,0,0,0,35,1225,47,1,0,0,0,13
156,4,6.8564601,0,0,0,0,36,1296,47,1,0,0,0,13
156,5,7.0030699,0,0,0,0,37,1369,48,1,0,0,0,13
156,6,7.0900798,1,0,0,0,38,1444,48,1,0,0,0,13
156,7,7.0690198,1,0,0,0,39,1521,48,1,0,0,0,13
157,1,6.5453501,1,0,0,1,8,64,48,1,1,0,0,12
157,2,6.45362,0,0,0,1,9,81,51,1,1,0,0,12
157,3,6.5778599,0,0,0,1,10,100,49,1,1,0,0,12
157,4,6.6745601,0,0,0,1,11,121,49,1,1,0,0,12
157,5,6.7730799,1,0,0,1,12,144,50,1,1,0,0,12
157,6,6.86901,0,0,0,1,13,169,50,1,1,0,0,12
157,7,6.9077601,1,0,0,1,14,196,50,1,1,0,0,12
158,1,6.6385698,1,0,1,1,29,841,46,1,0,0,0,12
158,2,6.6846099,1,0,1,1,30,900,47,1,0,0,0,12
158,3,6.7333999,1,0,1,1,31,961,47,1,0,0,0,12
158,4,6.8824401,1,0,1,1,32,1024,47,1,0,0,0,12
158,5,6.9256001,1,0,1,1,33,1089,47,1,0,0,0,12
158,6,7.04141,1,0,1,1,34,1156,47,1,0,0,0,12
158,7,7.0884099,1,0,1,1,35,1225,47,1,0,0,0,12
159,1,6.5510802,0,0,0,1,30,900,49,1,0,0,0,12
159,2,6.5861702,0,0,0,1,31,961,49,1,0,0,0,12
159,3,6.6528602,0,0,0,0,32,1024,49,1,0,0,0,12
159,4,6.4377499,0,0,0,1,33,1089,52,1,0,0,0,12
159,5,6.62007,0,0,0,1,34,1156,48,1,0,0,0,12
159,6,6.8023901,0,0,0,1,35,1225,50,1,0,0,0,12
159,7,6.6846099,1,0,0,1,36,1296,49,1,1,0,0,12
160,1,6.62007,0,0,1,0,25,625,38,1,1,0,0,17
160,2,6.8023901,0,0,1,0,26,676,40,1,1,0,0,17
160,3,6.8564601,0,0,1,0,27,729,39,1,1,0,0,17
160,4,6.9077601,0,0,1,0,28,784,38,1,1,0,0,17
160,5,6.9565501,0,0,1,0,29,841,39,1,1,0,0,17
160,6,7.0900798,0,0,1,0,30,900,39,1,1,0,0,17
160,7,7.1507001,0,0,1,0,31,961,35,1,1,0,0,17
161,1,6.1092501,1,0,0,0,9,81,50,1,0,0,0,12
161,2,6.2146101,1,0,0,0,10,100,52,1,0,0,0,12
161,3,6.2146101,1,0,0,0,11,121,52,1,0,0,0,12
161,4,6.5581999,1,0,0,0,12,144,52,1,0,0,0,12
161,5,6.6656799,1,0,0,0,13,169,52,1,0,0,0,12
161,6,6.8617101,1,0,0,0,14,196,46,1,0,0,0,12
161,7,6.9707298,1,0,0,0,15,225,52,1,0,0,0,12
162,1,5.743,1,0,1,0,8,64,50,1,0,0,0,12
162,2,6.0520902,1,0,1,0,9,81,38,1,0,0,0,12
162,3,6.0799298,0,0,1,0,10,100,49,1,0,0,0,12
162,4,6.3099198,1,0,1,0,11,121,49,1,0,0,0,12
162,5,6.3969302,1,0,1,0,12,144,51,1,0,0,0,12
162,6,6.4769702,1,0,1,0,13,169,51,1,0,0,0,12
162,7,6.5147099,1,0,1,0,14,196,49,0,0,0,0,12
163,1,6.0402498,1,1,1,1,10,100,50,1,1,0,0,12
163,2,6.1841502,1,1,1,1,11,121,52,1,1,0,0,12
163,3,6.2146101,1,1,1,1,12,144,51,1,1,0,0,12
163,4,6.3099198,1,1,1,1,13,169,49,1,1,0,0,12
163,5,6.4552002,1,1,1,1,14,196,49,1,1,0,0,12
163,6,6.52209,1,1,1,1,15,225,50,1,1,0,0,12
163,7,6.6424899,1,1,1,1,16,256,49,1,1,0,0,12
164,1,6.07304,1,1,1,1,10,100,49,0,0,1,1,11
164,2,6.1944098,1,1,1,1,11,121,46,0,0,1,1,11
164,3,6.3189702,1,1,1,1,12,144,50,0,0,1,1,11
164,4,6.3952599,1,1,1,1,13,169,50,0,0,1,1,11
164,5,6.4769702,1,1,1,1,14,196,46,0,0,1,1,11
164,6,6.5971498,1,1,1,1,15,225,45,0,0,1,1,11
164,7,6.69208,1,1,1,1,16,256,41,0,0,1,1,11
165,1,6.1779399,1,0,0,1,37,1369,50,1,1,0,0,12
165,2,6.3171601,1,0,0,1,38,1444,50,1,1,0,0,12
165,3,6.4118199,1,0,0,1,39,1521,50,1,1,0,0,12
165,4,6.3969302,1,0,0,1,40,1600,50,1,1,0,0,12
165,5,6.5147099,1,0,0,1,41,1681,40,1,1,0,0,12
165,6,6.61338,1,0,0,1,42,1764,48,1,1,0,0,12
165,7,6.67834,1,0,0,1,43,1849,45,1,1,0,0,12
166,1,6.7153802,0,0,1,0,10,100,50,1,0,0,0,15
166,2,6.7855902,0,0,1,0,11,121,48,1,0,0,0,15
166,3,6.88449,0,0,1,0,12,144,48,1,0,0,0,15
166,4,7.0030699,0,0,1,0,13,169,47,1,0,0,0,15
166,5,7.0900798,0,0,1,0,14,196,43,1,0,0,0,15
166,6,7.1701198,0,0,1,0,15,225,49,1,0,0,0,15
166,7,7.2930198,0,0,1,0,16,256,48,1,0,0,0,15
167,1,5.0106401,1,0,0,0,10,100,20,0,0,1,0,10
167,2,5.0106401,1,0,0,0,11,121,30,0,0,1,0,10
167,3,5.5214601,1,0,0,0,12,144,36,0,0,1,0,10
167,4,5.6698799,1,0,0,0,13,169,52,0,0,1,0,10
167,5,5.7365699,1,0,0,0,14,196,52,0,0,1,0,10
167,6,5.8141298,1,0,0,0,15,225,29,0,0,1,0,10
167,7,5.8141298,1,0,0,0,16,256,40,0,0,1,0,10
168,1,6.23245,0,0,1,0,3,9,40,1,0,0,0,17
168,2,6.5792499,0,0,1,0,4,16,42,1,0,0,0,17
168,3,6.6528602,0,0,1,0,5,25,44,1,1,0,0,17
168,4,6.7452402,0,0,1,0,6,36,48,1,1,0,0,17
168,5,7.4955401,0,0,1,0,7,49,48,1,0,0,0,17
168,6,8.1605196,0,0,1,0,8,64,48,1,0,0,0,17
168,7,8.3081999,0,0,1,0,9,81,50,1,0,0,0,17
169,1,6.9057498,0,1,0,0,25,625,50,1,0,0,0,17
169,2,6.9057498,0,1,0,0,26,676,50,1,0,0,0,17
169,3,7.4085302,0,1,0,0,27,729,51,1,0,0,0,17
169,4,7.46737,0,1,0,0,28,784,51,1,0,0,0,17
169,5,7.5229402,0,1,0,0,29,841,51,1,0,0,0,17
169,6,7.46737,0,1,0,0,30,900,49,1,0,0,0,17
169,7,7.5755801,0,1,0,0,31,961,50,1,0,0,0,17
170,1,5.6733198,1,1,0,0,24,576,39,1,0,0,0,9
170,2,5.7462001,1,1,0,0,25,625,47,1,0,0,0,9
170,3,5.8289499,1,1,0,0,26,676,49,1,0,0,0,9
170,4,6.0799298,1,1,0,0,27,729,50,1,0,0,0,9
170,5,5.9914598,1,1,0,0,28,784,52,1,0,0,0,9
170,6,5.9914598,1,1,0,0,29,841,49,1,0,0,0,9
170,7,6.1377301,1,1,0,0,30,900,49,1,0,0,0,9
171,1,5.9914598,1,0,1,0,12,144,51,0,0,0,1,12
171,2,5.92693,1,0,1,0,13,169,51,0,0,0,1,12
171,3,6.0799298,1,0,1,0,14,196,50,0,0,0,1,12
171,4,6.0799298,0,0,1,0,15,225,49,0,0,0,1,12
171,5,6.2634001,0,0,1,0,16,256,45,0,0,0,1,12
171,6,6.4377499,0,0,1,0,17,289,52,0,0,0,1,12
171,7,6.5510802,0,0,1,0,18,324,28,0,0,0,1,12
172,1,6.9057498,0,0,1,1,10,100,48,1,0,0,0,16
172,2,6.9057498,0,0,1,1,11,121,47,1,0,0,0,16
172,3,7.2276602,0,0,1,1,12,144,47,1,0,0,0,16
172,4,7.2930198,0,0,1,1,13,169,46,1,0,0,0,16
172,5,7.3336802,0,0,1,1,14,196,48,1,0,0,0,16
172,6,7.5735302,0,0,1,0,15,225,49,1,0,0,0,16
172,7,7.2710099,0,0,1,0,16,256,50,1,0,0,0,16
173,1,6.9057498,0,0,1,1,28,784,48,1,0,0,0,16
173,2,6.9057498,0,0,1,1,29,841,46,1,0,0,0,16
173,3,7.3460102,0,0,1,1,30,900,46,1,0,0,0,16
173,4,7.31322,0,0,1,1,31,961,49,1,0,0,0,16
173,5,7.5548601,0,0,1,1,32,1024,44,1,0,0,0,16
173,6,7.7186899,0,0,1,1,33,1089,48,1,0,0,0,16
173,7,7.6962099,0,0,1,1,34,1156,43,1,0,0,0,16
174,1,6.0822201,1,0,1,1,5,25,28,0,1,0,0,12
174,2,6.5132298,0,0,1,1,6,36,40,0,1,0,0,12
174,3,6.6214099,1,0,1,1,7,49,29,0,1,0,0,12
174,4,6.6995001,1,0,1,1,8,64,46,0,1,0,0,12
174,5,6.7957101,1,0,1,1,9,81,48,0,1,0,0,12
174,6,6.8966899,1,0,1,1,10,100,49,0,1,0,0,12
174,7,6.9966798,1,0,1,1,11,121,48,0,1,0,0,12
175,1,5.9661498,0,0,1,0,3,9,49,0,0,1,0,12
175,2,6.1114702,0,0,1,0,4,16,50,0,0,1,0,12
175,3,6.17379,0,0,1,0,5,25,48,0,0,1,0,12
175,4,6.2205901,0,0,1,0,6,36,49,0,0,1,0,12
175,5,6.2897201,0,0,1,0,7,49,48,0,0,1,0,12
175,6,6.3647499,0,0,1,0,8,64,50,0,0,1,0,12
175,7,6.7274299,0,0,1,0,9,81,49,0,0,1,0,12
176,1,6.4361501,1,0,0,0,4,16,50,1,0,0,0,14
176,2,6.6592898,0,0,0,0,5,25,50,1,0,0,0,14
176,3,6.7452402,0,0,0,0,6,36,50,1,0,0,0,14
176,4,6.8564601,0,0,0,0,7,49,50,1,0,0,0,14
176,5,6.9077601,0,0,0,0,8,64,50,1,0,0,0,14
176,6,7.1332998,0,0,0,0,9,81,49,1,0,0,0,14
176,7,7.2189102,0,0,0,0,10,100,47,1,0,0,0,14
177,1,6.77422,0,0,1,0,19,361,49,0,0,1,0,15
177,2,6.82546,0,0,1,0,20,400,51,0,0,1,0,15
177,3,6.0799298,0,0,1,0,21,441,48,0,0,1,0,15
177,4,6.9077601,0,0,1,0,22,484,49,0,0,1,0,15
177,5,6.2146101,0,0,1,0,23,529,47,0,0,1,0,15
177,6,6.7007298,0,0,1,0,24,576,52,0,0,1,0,15
177,7,6.59304,0,0,1,0,25,625,50,0,0,1,0,15
178,1,6.1003199,1,0,0,1,3,9,49,1,0,0,0,9
178,2,6.15698,1,0,0,1,4,16,48,1,0,0,0,9
178,3,6.2422199,1,0,0,1,5,25,49,1,0,0,0,9
178,4,6.3835101,1,0,0,1,6,36,50,1,0,0,0,9
178,5,6.42487,1,0,0,1,7,49,51,1,0,0,0,9
178,6,6.5722799,1,0,0,1,8,64,47,1,0,0,0,9
178,7,6.7569299,1,0,0,1,9,81,49,1,0,0,0,9
179,1,5.7462001,1,0,0,0,20,400,47,1,0,0,0,16
179,2,5.92693,1,0,0,0,21,441,47,1,0,0,0,16
179,3,6.01616,1,0,0,0,22,484,49,1,0,0,0,16
179,4,5.94803,1,0,0,0,23,529,50,1,0,0,0,16
179,5,6.0520902,1,0,0,0,24,576,46,1,0,0,0,16
179,6,6.3243599,1,0,0,0,25,625,48,1,0,0,0,16
179,7,6.3699002,1,0,0,0,26,676,49,1,0,0,0,16
180,1,6.2897201,0,0,1,0,11,121,48,1,0,0,0,12
180,2,6.3969302,0,0,1,0,12,144,48,1,0,0,0,12
180,3,6.5453501,0,0,0,0,13,169,50,1,0,0,0,12
180,4,6.73102,0,0,1,0,14,196,50,1,0,0,0,12
180,5,7.49332,0,0,1,0,15,225,51,1,0,0,0,12
180,6,6.73102,0,0,1,0,16,256,50,1,0,0,0,12
180,7,6.9828601,0,0,1,0,17,289,50,1,0,0,0,12
181,1,6.5510802,1,1,0,1,14,196,46,1,1,0,0,12
181,2,6.86693,0,1,0,1,15,225,26,1,0,0,0,12
181,3,6.9256001,0,1,0,1,16,256,50,1,0,0,0,12
181,4,7.0647602,0,1,0,1,17,289,49,1,0,0,0,12
181,5,7.1308999,1,1,0,1,18,324,49,1,0,0,0,12
181,6,7.4383798,1,1,0,1,19,361,49,1,0,0,0,12
181,7,7.1444101,1,1,0,1,20,400,32,1,1,0,0,12
182,1,5.8579302,1,1,0,0,8,64,51,1,0,1,0,14
182,2,5.8860998,1,1,0,0,9,81,51,1,0,1,0,14
182,3,5.9914598,1,1,0,0,10,100,51,1,0,1,0,14
182,4,6.0282798,1,1,0,0,11,121,50,1,0,1,0,14
182,5,6.1092501,1,1,0,0,12,144,50,1,0,1,0,14
182,6,6.1633101,1,1,0,0,13,169,50,0,0,1,0,14
182,7,6.2146101,1,1,0,0,14,196,51,0,0,1,0,14
183,1,5.4205298,1,1,0,0,10,100,36,0,0,1,0,8
183,2,5.5174499,1,1,0,0,11,121,36,0,0,1,0,8
183,3,5.1929598,1,1,0,0,12,144,39,0,0,1,0,8
183,4,5.3471098,1,1,0,0,13,169,36,0,0,1,0,8
183,5,5.6419101,1,1,0,0,14,196,35,0,0,1,0,8
183,6,5.6594801,1,1,0,0,15,225,38,0,0,1,0,8
183,7,5.7525702,1,1,0,0,16,256,41,0,0,1,0,8
184,1,6.5539298,1,0,1,1,25,625,47,1,0,0,0,12
184,2,6.7153802,1,0,1,1,26,676,47,1,0,0,0,12
184,3,6.6240702,1,0,1,1,27,729,47,1,0,0,0,12
184,4,6.8308702,1,0,1,1,28,784,47,1,0,0,0,12
184,5,6.9565501,1,0,1,1,29,841,47,1,0,0,0,12
184,6,6.7901001,1,0,1,1,30,900,47,1,1,0,0,12
184,7,7.0900798,1,0,1,1,31,961,47,1,1,0,0,12
185,1,6.5510802,1,0,0,0,23,529,48,1,1,0,0,12
185,2,6.62007,1,0,0,0,24,576,49,1,1,0,0,12
185,3,6.7056398,1,0,0,0,25,625,48,1,1,0,0,12
185,4,6.7855902,1,0,0,0,26,676,48,1,1,0,0,12
185,5,6.8885698,1,0,0,0,27,729,46,1,1,0,0,12
185,6,7.0075998,1,0,0,0,28,784,46,1,1,0,0,12
185,7,7.11233,1,0,0,0,29,841,47,1,1,0,0,12
186,1,6.8023901,1,0,1,0,35,1225,45,1,0,0,0,12
186,2,6.8564601,1,0,1,0,36,1296,45,1,0,0,0,12
186,3,6.9800801,1,0,1,0,37,1369,45,1,0,0,0,12
186,4,7.09589,1,0,1,0,38,1444,46,1,0,0,0,12
186,5,7.4882898,1,0,1,0,39,1521,44,1,0,0,0,12
186,6,7.4512401,1,0,1,0,40,1600,44,1,0,0,0,12
186,7,7.4787302,1,0,1,1,41,1681,30,1,1,0,0,12
187,1,6.9057498,1,0,1,0,22,484,47,0,1,0,0,12
187,2,6.9057498,1,0,1,0,23,529,49,1,1,0,0,12
187,3,7.1163902,1,0,1,0,24,576,45,1,1,0,0,12
187,4,7.07412,1,0,1,0,25,625,26,1,1,0,0,12
187,5,7.0579,1,0,1,0,26,676,22,1,1,0,0,12
187,6,7.0264301,1,0,1,0,27,729,48,1,1,0,0,12
187,7,7.26263,1,0,1,0,28,784,42,1,1,0,0,12
188,1,6.62007,0,0,1,0,10,100,49,1,0,0,0,12
188,2,6.62007,0,0,1,0,11,121,48,1,0,0,0,12
188,3,6.8330302,0,0,1,0,12,144,48,1,0,0,0,12
188,4,6.9256001,0,0,1,0,13,169,48,1,0,0,0,12
188,5,7.0237598,0,0,1,0,14,196,47,1,0,0,0,12
188,6,7.0630498,0,0,1,0,15,225,46,1,0,0,0,12
188,7,7.1831102,0,0,1,0,16,256,48,1,0,0,0,12
189,1,6.9057498,0,0,1,0,23,529,48,1,0,0,0,17
189,2,6.9057498,0,0,0,0,24,576,48,1,0,0,0,17
189,3,7.0475202,0,0,0,0,25,625,49,1,0,0,0,17
189,4,7.0900798,0,0,0,0,26,676,48,1,0,0,0,17
189,5,7.1308999,0,0,0,0,27,729,48,1,0,0,0,17
189,6,6.9994202,0,0,0,0,28,784,48,1,0,0,0,17
189,7,7.0148101,0,0,0,0,29,841,49,1,0,0,0,17
190,1,6.09582,1,1,0,1,6,36,51,1,0,0,0,9
190,2,6.2915702,1,1,0,1,7,49,51,1,0,0,0,9
190,3,6.40523,1,1,0,1,8,64,50,1,0,0,0,9
190,4,6.62007,1,1,0,1,9,81,50,1,0,0,0,9
190,5,6.7190099,1,1,0,1,10,100,49,1,0,0,0,9
190,6,6.82546,1,1,0,1,11,121,50,1,0,0,0,9
190,7,6.9546399,1,1,0,1,12,144,50,1,0,0,0,9
191,1,6.1003199,1,1,0,1,25,625,50,1,1,0,0,6
191,2,6.2915702,1,1,0,1,26,676,51,1,1,0,0,6
191,3,6.2915702,1,1,0,1,27,729,51,1,1,0,0,6
191,4,6.3716102,1,1,0,1,28,784,51,1,1,0,0,6
191,5,6.4738898,1,1,0,1,29,841,44,1,1,0,0,6
191,6,6.5467901,1,1,0,1,30,900,41,1,1,0,0,6
191,7,6.5903001,1,1,0,1,31,961,42,1,1,0,0,6
192,1,6.2859998,0,0,1,1,6,36,48,1,1,0,0,12
192,2,6.4598999,0,0,1,1,7,49,49,1,1,0,0,12
192,3,6.5496502,0,0,1,1,8,64,42,1,1,0,0,12
192,4,6.64639,0,0,1,1,9,81,15,1,1,0,0,12
192,5,6.7684898,0,0,1,1,10,100,44,1,1,0,0,12
192,6,6.84162,1,0,1,1,11,121,47,1,1,0,0,12
192,7,6.9479399,0,0,1,1,12,144,44,1,1,0,0,12
193,1,6.9057498,0,0,1,0,32,1024,48,1,0,0,0,16
193,2,6.9057498,0,0,1,0,33,1089,49,1,0,0,0,16
193,3,7.36518,0,0,1,0,34,1156,50,1,0,0,0,16
193,4,7.4247599,0,0,1,0,35,1225,48,1,0,0,0,16
193,5,7.46737,0,0,1,0,36,1296,49,1,0,0,0,16
193,6,7.2813902,0,0,1,0,37,1369,52,1,0,0,0,16
193,7,7.49332,0,0,1,0,38,1444,50,1,0,0,0,16
194,1,6.5496502,1,0,0,0,11,121,47,1,1,0,0,12
194,2,6.8351798,1,0,0,0,12,144,45,1,1,0,0,12
194,3,6.7979398,1,0,0,0,13,169,48,1,1,0,0,12
194,4,6.80128,1,0,0,0,14,196,48,1,1,0,0,12
194,5,6.9107499,1,0,0,0,15,225,48,1,1,0,0,12
194,6,6.6908398,1,0,0,1,16,256,51,1,1,0,0,12
194,7,6.4769702,1,0,0,1,17,289,49,1,1,0,0,12
195,1,6.4457202,0,1,1,1,11,121,52,1,0,0,0,16
195,2,6.62007,0,1,1,1,12,144,50,1,0,0,0,16
195,3,6.6970301,0,1,1,1,13,169,50,1,0,0,0,16
195,4,6.8297901,0,1,1,1,14,196,50,1,0,0,0,16
195,5,6.9077601,0,1,1,1,15,225,50,1,0,0,0,16
195,6,6.72263,0,1,1,1,16,256,51,1,0,0,0,16
195,7,6.7202201,0,1,1,1,17,289,52,1,0,0,0,16
196,1,6.0520902,1,1,0,0,7,49,46,1,0,0,0,9
196,2,6.2146101,1,1,0,0,8,64,50,1,0,0,0,9
196,3,6.4377499,1,1,0,0,9,81,49,1,0,0,0,9
196,4,6.5861702,1,1,0,0,10,100,48,1,0,0,0,9
196,5,6.6846099,1,1,0,0,11,121,50,1,0,0,0,9
196,6,6.7452402,1,1,0,0,12,144,50,1,0,0,0,9
196,7,6.9077601,1,1,0,0,13,169,40,1,0,0,0,9
197,1,5.53339,1,1,0,1,20,400,50,0,0,1,0,7
197,2,5.8200798,1,1,0,1,21,441,50,0,0,1,0,7
197,3,5.8999,1,1,0,1,22,484,50,0,0,1,0,7
197,4,5.9763498,1,1,0,1,23,529,50,0,0,1,0,7
197,5,6.0520902,1,1,0,1,24,576,49,0,0,1,0,7
197,6,6.1290498,1,1,0,1,25,625,48,0,0,1,0,7
197,7,6.2126098,1,1,0,1,26,676,39,0,0,1,0,7
198,1,6.6846099,0,0,0,1,29,841,47,1,0,0,0,12
198,2,6.6846099,0,0,0,1,30,900,48,1,0,0,0,12
198,3,6.77422,0,0,0,1,31,961,47,1,0,0,0,12
198,4,6.84588,0,0,0,1,32,1024,45,1,0,0,0,12
198,5,7.0255399,0,0,0,1,33,1089,45,1,0,0,0,12
198,6,7.0884099,0,0,0,1,34,1156,45,1,0,0,0,12
198,7,7.1308999,0,0,0,1,35,1225,45,1,0,0,0,12
199,1,6.3969302,0,0,1,0,8,64,50,0,0,0,0,13
199,2,6.5191498,0,0,1,0,9,81,50,0,0,0,0,13
199,3,6.60394,0,0,1,0,10,100,48,0,0,0,0,13
199,4,6.7381501,0,0,1,0,11,121,50,0,0,0,0,13
199,5,6.84268,0,0,1,0,12,144,49,0,0,0,0,13
199,6,6.9077601,0,0,1,0,13,169,48,0,0,0,0,13
199,7,7.0900798,0,0,1,0,14,196,50,0,0,0,0,13
200,1,6.17379,0,0,0,0,3,9,43,1,0,0,0,17
200,2,6.3368301,0,0,0,0,4,16,38,1,0,0,0,17
200,3,6.3543701,0,0,0,0,5,25,36,1,0,0,0,17
200,4,6.3952599,0,0,0,0,6,36,36,1,0,0,0,17
200,5,6.5510802,0,0,0,0,7,49,36,1,1,0,0,17
200,6,6.6846099,0,0,0,0,8,64,37,1,1,0,0,17
200,7,6.73102,0,0,0,0,9,81,38,1,0,0,0,17
201,1,6.1633101,1,0,0,1,20,400,48,1,1,0,0,11
201,2,6.2422199,1,0,0,1,21,441,47,1,1,0,0,11
201,3,6.3664699,1,0,0,1,22,484,48,1,1,0,0,11
201,4,6.4425402,1,0,0,1,23,529,47,1,1,0,0,11
201,5,6.5102601,1,0,0,1,24,576,47,1,1,0,0,11
201,6,6.6240702,1,0,0,1,25,625,45,1,1,0,0,11
201,7,6.7153802,1,0,0,1,26,676,47,1,1,0,0,11
202,1,5.9080801,0,1,1,0,7,49,50,0,0,1,0,12
202,2,5.92693,0,1,1,0,8,64,50,0,0,1,0,12
202,3,6.1070199,0,1,1,0,9,81,51,0,0,1,0,12
202,4,6.2614899,0,1,1,0,10,100,51,0,0,1,0,12
202,5,6.2614899,0,1,1,0,11,121,48,0,0,1,0,12
202,6,6.3171601,0,1,1,0,12,144,50,0,0,1,0,12
202,7,6.42487,0,1,1,0,13,169,50,0,0,1,0,12
203,1,6.0799298,0,0,1,0,19,361,46,1,0,0,0,9
203,2,6.0799298,0,0,1,0,20,400,52,1,0,0,0,9
203,3,6.1377301,0,0,1,0,21,441,51,1,0,0,0,9
203,4,6.1882601,0,0,1,0,22,484,50,1,0,0,0,9
203,5,6.1882601,0,0,1,0,23,529,51,1,0,0,0,9
203,6,5.9661498,0,0,1,0,24,576,51,1,0,0,0,9
203,7,6.01616,0,0,1,0,25,625,52,1,0,0,0,9
204,1,6.4769702,1,1,0,0,32,1024,50,1,1,0,0,9
204,2,6.5366902,1,1,0,0,33,1089,48,1,1,0,0,9
204,3,6.5861702,1,1,0,0,34,1156,45,1,0,0,0,9
204,4,6.67203,1,1,0,0,35,1225,38,1,1,0,0,9
204,5,6.8023901,1,1,0,0,36,1296,28,1,1,0,0,9
204,6,6.9373102,1,1,0,0,37,1369,44,1,1,0,0,9
204,7,7.0475202,1,1,0,0,38,1444,46,1,1,0,0,9
205,1,6.5467901,1,1,0,0,25,625,45,1,1,0,0,12
205,2,6.6846099,1,1,0,0,26,676,48,1,1,0,0,12
205,3,6.9077601,1,1,0,0,27,729,42,1,1,0,0,12
205,4,6.6945601,1,1,0,0,28,784,36,1,1,0,0,12
205,5,6.9077601,1,1,0,0,29,841,48,1,1,0,0,12
205,6,6.9382801,1,1,0,0,30,900,34,1,1,0,0,12
205,7,7.0483899,1,1,0,0,31,961,34,1,1,0,0,12
206,1,6.9057498,0,0,1,0,12,144,48,1,0,0,0,13
206,2,6.9057498,0,0,1,0,13,169,50,1,0,0,0,13
206,3,7.3427801,0,0,0,0,14,196,50,1,0,0,0,13
206,4,7.4759102,0,0,0,0,15,225,49,1,0,0,0,13
206,5,7.50108,0,0,1,0,16,256,49,1,0,0,0,13
206,6,7.2174401,0,0,1,0,17,289,49,1,0,0,0,13
206,7,7.8728399,0,0,1,0,18,324,47,1,0,0,0,13
207,1,6.9057498,0,0,1,0,13,169,51,1,0,0,0,17
207,2,6.9057498,0,0,1,0,14,196,35,1,0,0,0,17
207,3,7.31322,0,0,1,0,15,225,52,1,0,0,0,17
207,4,7.7066102,0,0,1,0,16,256,52,1,0,0,0,17
207,5,6.9828601,0,0,1,0,17,289,52,1,0,0,0,17
207,6,7.46737,0,0,1,0,18,324,52,1,0,0,0,17
207,7,7.9193602,0,0,1,0,19,361,51,1,0,0,0,17
208,1,5.39363,1,0,1,0,15,225,22,0,0,1,1,11
208,2,5.5214601,1,0,1,0,16,256,46,0,0,1,1,11
208,3,5.7525702,1,0,1,0,17,289,50,0,1,1,1,11
208,4,5.7525702,1,0,1,0,18,324,49,0,1,1,1,11
208,5,5.8141298,1,0,1,0,19,361,50,0,1,1,1,11
208,6,5.9532399,1,0,1,0,20,400,41,0,0,1,1,11
208,7,6.0520902,1,0,1,0,21,441,42,0,0,1,1,11
209,1,6.5510802,0,0,0,0,23,529,49,1,0,0,0,17
